# timestep  xRg^2        yRg^2           zRg^2           Rg^2          xRe^2         yRe^2         zRe^2          Re^2          xL^2           yL^2          zL^2           L^2
  243800000  18.5433348637   4.2595252266  42.0593432760  64.8622033663 247.7916739600   0.3831362404 327.0599910400 575.2348012404   0.3433179552   0.3393237370   0.3287374863   1.0113791784
  243900000  50.9383998113   7.6006408435  19.1780630371  77.7171036919 182.3823240100  70.4004902500  99.0283716900 351.8111859500   0.3948083461   0.3303983794   0.3041380803   1.0293448059
  244000000   2.2850452360  40.6415451499  49.2915675591  92.2181579450  10.6765562500 327.9315348544 146.7877633600 485.3958544644   0.3572340530   0.3302732167   0.3405855176   1.0280927873
  244100000  18.7830703683  39.5131335556  49.1451373232 107.4413412471  54.6106220100 367.6165832889 354.8928499600 777.1200552589   0.3863630991   0.3276367316   0.3107086855   1.0247085161
  244200000  14.5983466654  36.6055117777   2.7453694722  53.9492279153  85.4459896900 218.9837636100  34.4686410000 338.8983943000   0.3089939114   0.3867145828   0.3259344285   1.0216429227
  244300000   7.1282810789  56.1730781832  54.2462482232 117.5476074852   0.2070250000 257.8911598201 458.9834912100 717.0816760301   0.3584743491   0.3210355902   0.3332294734   1.0127394127
  244400000   5.0716615209  11.8689589111  17.8318467407  34.7724671726  54.2520633600   0.1645843761   0.4908403600  54.9074880961   0.2795782697   0.4016383787   0.3590728549   1.0402895033
  244500000   3.3961213783  23.5772071488  23.8115480383  50.7848765654  10.0565094400  48.6338864400 100.1100302500 158.8004261300   0.3548606246   0.3748980062   0.3220226243   1.0517812552
  244600000   2.8045352177  12.7560583317   9.3304609713  24.8910545207   3.2591080900  19.5759347809 149.9473720900 172.7824149609   0.3249462419   0.3689584515   0.3413712484   1.0352759418
  244700000  22.6557204181  10.5039191770  13.6512369013  46.8108764964 218.2929420676 130.8967418549  76.6307652100 425.8204491325   0.3642075215   0.3213908077   0.3375918355   1.0231901647
  244800000  40.5767124971  13.1627576044   5.2809347993  59.0204049008 444.7735817625   1.3227576125  30.7093305600 476.8056699350   0.3095513065   0.3631829392   0.3490601077   1.0217943533
  244900000  28.3059808107  19.6736574395   5.4428492885  53.4224875387 280.4144495364 172.3787810761  13.0133347600 465.8065653725   0.3495820574   0.3508728752   0.3371767222   1.0376316549
  245000000  14.5550838617   7.5923558716  86.2485359918 108.3959757251  13.7515630561   2.6037049600 892.5455002500 908.9007682661   0.3499814377   0.3369794521   0.3703473759   1.0573082657
  245100000  21.8506975522   9.6655152877  33.5122296399  65.0284424798 144.5280031204  56.9224980900 387.7039760400 589.1544772504   0.3847532238   0.3601445462   0.2901595020   1.0350572720
  245200000   4.2464852430  18.9786264995  74.3826634881  97.6077752306  13.4528008536 118.5137049600 312.5824000000 444.5489058136   0.3287201407   0.3652561842   0.3659034453   1.0598797702
  245300000  26.9079662280  32.7136230188  37.6000372461  97.2216264928 258.8588170281 197.4980515600 447.0856513600 903.4425199481   0.3443130456   0.3213085760   0.3640924933   1.0297141149
  245400000  13.5698709904  15.6148018819  21.5144159845  50.6990888567  31.8355492900 189.0267516900 165.4722049600 386.3345059400   0.3553460099   0.3172334902   0.3530471263   1.0256266263
  245500000   9.4464416522   3.7486112913  14.2813551541  27.4764080976  27.8104350736  39.1475462400 136.8151302400 203.7731115536   0.3828763221   0.3202003319   0.3232664457   1.0263430997
  245600000  23.7488732597  14.9835183387  10.3625361959  49.0949277943 313.1784999225  81.7197920100   0.1733056900 395.0715976225   0.3946811167   0.2983755690   0.3667984793   1.0598551650
  245700000  71.7955599648   2.0933360611   5.0102735773  78.8991696032 380.2847107921   9.4937934400   1.3521038400 391.1306080721   0.4057136184   0.3200884523   0.3136759489   1.0394780196
  245800000   4.6982704843  19.7886636711   8.3733362033  32.8602703586   1.9201922041 279.3109987600  27.4230268900 308.6542178541   0.3689918028   0.3145468051   0.3500423526   1.0335809605
  245900000  42.2469281356  16.8119609387  17.0127913432  76.0716804175 425.5556410000 144.2088756900 158.0727852900 727.8373019800   0.3168117623   0.3295435355   0.3727182193   1.0190735171
  246000000   3.7392026352  50.5233569312   5.6360423174  59.8986018838   0.4732614436 295.8950425600   9.0144057600 305.3827097636   0.3235454725   0.3573991897   0.3550824026   1.0360270648
  246100000  20.4397427950  39.8005578830  60.0433481115 120.2836487895 204.1872381481 423.2154128400 723.2119347600 1350.6145857481   0.3107464527   0.3462611862   0.3898880537   1.0468956926
  246200000  78.3095148980  14.2378975323   6.3603857266  98.9077981569 686.5982571204  46.5778950400   3.7954832400 736.9716354004   0.3211217836   0.3602537828   0.3652098798   1.0465854462
  246300000  21.2514140743   8.3404606981   5.2458422693  34.8377170417 193.2411372544 124.5679210000  27.4219795600 345.2310378144   0.3322299015   0.3660052943   0.3377228960   1.0359580918
  246400000   8.2125930785  14.5495525172  42.2167599835  64.9789055792   4.6602879129 172.1580168100 452.1236742400 628.9419789629   0.3458234482   0.3749048599   0.3068037661   1.0275320742
  246500000  17.6305370575  11.5325655977   9.6660227023  38.8291253575 129.2009595556  11.0942286400   0.9948067600 141.2899949556   0.3245607319   0.3070987061   0.4032192683   1.0348787062
  246600000   8.4175216315   1.1052231010  21.8008245780  31.3235693105  45.4704225670   2.1184802500 325.2143356900 372.8032385070   0.3276269369   0.3063897728   0.4006492536   1.0346659634
  246700000   9.9682572263  11.0840328003  27.6077601805  48.6600502071  70.6034682926  19.5602752900 302.4712288900 392.6349724726   0.3017386754   0.3700863015   0.3292703601   1.0010953370
  246800000   6.4622701803  26.0729071493  10.9658660691  43.5010433987  45.1073424400 220.2018566400  21.0130560000 286.3222550800   0.3679150337   0.3076059414   0.3453554941   1.0208764693
  246900000   4.6513009928  33.6896294691  18.6632893037  57.0042197655  14.6229760000 371.9112250000   9.3795187600 395.9137197600   0.3273057126   0.3573194087   0.3225189065   1.0071440277
  247000000   7.0266157809  46.6327950298   3.6767796285  57.3361904391  35.0854828900  42.5169202500  62.3499744400 139.9523775800   0.3884112157   0.3451054548   0.3005467903   1.0340634608
  247100000  16.3188499589   6.5716694619  14.1560514376  37.0465708584   6.7148356900  21.4702489600   6.7340250000  34.9191096500   0.3524586546   0.3213191133   0.3632413178   1.0370190858
  247200000  39.7117387931   4.1106495531   9.3253171103  53.1477054565 249.6810816900  32.5299122500  98.1308172100 380.3418111500   0.3706212080   0.2988239288   0.3509861654   1.0204313021
  247300000  18.7882798089  14.0995781172   8.9678174572  41.8556753832 132.0890490000 120.5230708900  47.7439540900 300.3560739800   0.3750836109   0.3526798169   0.3266057528   1.0543691806
  247400000   6.4000071400  18.8316219569   3.8632074032  29.0948365001  14.1203092900 213.6011480100   0.5340686400 228.2555259400   0.3059493047   0.3769234005   0.3374190168   1.0202917220
  247500000  11.5492237493   5.6276162503  17.6637204654  34.8405604650   6.5346696900   5.4573632100  42.9522944400  54.9443273400   0.3457889785   0.3120718698   0.3527496657   1.0106105139
  247600000   8.6634472797  39.4396349200  20.9344717657  69.0375539655 107.3751888400 144.1344313600  30.4405992900 281.9502194900   0.3678298459   0.3433846644   0.2979762866   1.0091907969
  247700000  22.0096080443  20.7739952893   7.3055502440  50.0891535776  92.8794787600   2.9271788100   7.1342410000 102.9408985700   0.3273969341   0.3692800710   0.3192304012   1.0159074064
  247800000  91.7099212573  25.5169906067   3.6035210549 120.8304329188 545.1337736100 268.1832016900   5.1538080400 818.4707833400   0.3060731355   0.3876315548   0.3415384038   1.0352430941
  247900000   3.7928683981  12.8638635228  13.4431478866  30.0998798075   4.0076036100   1.9518884100  36.3283452900  42.2878373100   0.3417212243   0.3836238880   0.3215025585   1.0468476708
  248000000   3.1158836577   7.9577771129  40.7929607714  51.8666215420   0.9733795600  18.0166291600 325.8747040000 344.8647127200   0.3700568410   0.3096285416   0.3530603309   1.0327457135
  248100000  24.9138087244   2.8878184514  18.6057468223  46.4073739981 233.4447852100   0.6655296400   5.6140563600 239.7243712100   0.3938221068   0.3277320125   0.3283144996   1.0498686189
  248200000  35.5087384927  18.3804321285   4.0744454657  57.9636160869 340.2106470400  63.3616000000  26.7826950400 430.3549420800   0.3758809687   0.3408107287   0.3215049927   1.0381966901
  248300000  25.1533334491  14.1602547208  13.8102799526  53.1238681225 387.7354810000 156.3950336400  50.8340480400 594.9645626800   0.3485469164   0.4087656380   0.2911730739   1.0484856283
  248400000   4.5144216158   9.2524126375  68.1072023130  81.8740365663   6.8157544900  92.4578402500 521.3504556100 620.6240503500   0.3400101187   0.3819672587   0.3078105231   1.0297879005
  248500000   8.5548661464  20.7592785572  32.8971667045  62.2113114081  35.3085524100 101.4270552100 308.0762144100 444.8118220300   0.3671219528   0.3207456355   0.3548144767   1.0426820649
  248600000  18.2983117685  40.3898761038  15.6990730629  74.3872609353 222.3379210000 357.4784304100 130.9880250000 710.8043764100   0.3588624962   0.2965875938   0.3587360511   1.0141861411
  248700000   9.4893149459  28.8547508827   5.8976718847  44.2417377133   1.2336544900 358.0988522500  11.7347353600 371.0672421000   0.3455193951   0.3369715088   0.3236530115   1.0061439154
  248800000  13.4408445758  56.4579885377  10.8271048424  80.7259379560  21.9792192400 484.1408102400  89.6184088900 595.7384383700   0.3757804974   0.3865996267   0.2727728680   1.0351529920
  248900000  19.7501008875   4.7313698185  10.0739922449  34.5554629508 205.9971267600   0.8830360900  36.1309188100 243.0110816600   0.3338581244   0.3493320726   0.3224040116   1.0055942087
  249000000   3.0728462511   9.9777212945  34.8887818705  47.9393494161   0.0057912100  29.2670180100 176.7570250000 206.0298342200   0.3255429645   0.3740699498   0.3476883523   1.0473012667
  249100000  15.6099533854   6.5588957886  47.9389596596  70.1078088336   4.1111617600  44.2890250000 364.6304820900 413.0306688500   0.3507853560   0.3111448861   0.3530498700   1.0149801120
  249200000   6.5675256474  21.3578691393  10.2732324955  38.1986272822  20.9956404100 119.8959300900  46.8595011600 187.7510716600   0.3898814476   0.3401091497   0.3056073097   1.0355979069
  249300000  18.5705588731   6.8038633844  19.3801856781  44.7546079356 173.3725224100 122.5435716036 171.2015233600 467.1176173736   0.4098764819   0.3697944200   0.2679792875   1.0476501894
  249400000   9.1185588780  48.6979467515   6.4282365574  64.2447421869  32.5196467600 366.0410768400 120.6328788900 519.1936024900   0.3223087061   0.3864211244   0.3385227854   1.0472526159
  249500000  10.5572707048  27.9408484597  16.9533685792  55.4514877437   4.3651744900 232.7211270400  95.5779969600 332.6642984900   0.3237475411   0.3777137335   0.3390523022   1.0405135769
  249600000   8.2149667679  19.7825165780   5.7189395275  33.7164228734  87.8793753600  13.1515022500  47.9902562500 149.0211338600   0.3321394283   0.3309531231   0.3544708062   1.0175633576
  249700000  23.1555560247  32.3108128222  14.1756267559  69.6419956028  23.0880250000 240.5166739600 164.1652812900 427.7699802500   0.3312602762   0.3009962164   0.3846594726   1.0169159652
  249800000   8.5889771783  13.7581086436   1.4303818547  23.7774676766  18.5459422500   0.0514836100   0.1943928100  18.7918186700   0.3627833007   0.3494165991   0.3183312322   1.0305311320
  249900000   5.4578635503  24.9120563012   7.9309031635  38.3008230150  39.2126440000 167.7957529600   7.0336344100 214.0420313700   0.3079705804   0.3498321309   0.3598374355   1.0176401468
  250000000  20.5565155463  25.2344985467  21.7124760331  67.5034901261 107.3938416100 121.6053151504 167.4746574400 396.4738142004   0.3379432751   0.3466916209   0.3384569095   1.0230918055
  250100000  21.7743424041   5.0351621851  10.5715851542  37.3810897434  37.5965185600   6.7065978841  20.7544024900  65.0575189341   0.3407700176   0.3273893755   0.3478369334   1.0159963266
  250200000  56.1971086895   4.3796542809  16.5838201004  77.1605830708 422.4134772900  32.9598847449 148.2939417600 603.6673037949   0.3347802569   0.3616472133   0.3569883707   1.0534158409
  250300000  38.9380346429   8.7638690599   4.8561732343  52.5580769371 355.6128492900   0.2334822400  14.7886393600 370.6349708900   0.2991331041   0.3816479974   0.3444204010   1.0252015026
  250400000  14.4350347306  16.9092771165  11.1689437301  42.5132555772 141.2556020100  47.5096854965   6.5900024100 195.3552899165   0.3717434031   0.3547482993   0.2944539397   1.0209456421
  250500000  23.3157567495   8.5116763492  10.4818416170  42.3092747157 107.1121502500   8.9124340369 107.2943788900 223.3189631769   0.3290506167   0.3241591520   0.3825572379   1.0357670066
  250600000   5.5977133777  21.6363307045   8.1598201463  35.3938642285  15.6017100100 177.1337399056  11.4975246400 204.2329745556   0.3377646037   0.3538620378   0.3410642586   1.0326909001
  250700000  16.4574002700  10.4308881618   5.5750705345  32.4633589663  77.3872090000  16.6890224484  58.4766090000 152.5528404484   0.3672152853   0.3374693595   0.3465436259   1.0512282706
  250800000  15.1419544449  17.9857068596   5.7845941481  38.9122554526   2.7915726400  67.5756666754  32.5607184400 102.9279577554   0.3333088800   0.3521047132   0.3388758673   1.0242894605
  250900000  44.1647294143  14.2999137126  28.5020421342  86.9666852611 247.0901048100  77.2257803524 142.5015187600 466.8174039224   0.3652786635   0.3498338662   0.3344194467   1.0495319764
  251000000   5.4094029075  79.5119264301  33.0091408666 117.9304702043 129.7161544900 993.6175708900 259.1456040000 1382.4793293800   0.3221919942   0.3904985429   0.3034421552   1.0161326923
  251100000   4.6115432578  16.2970912316  33.3663379340  54.2749724234  20.5082179600   7.5002038225 326.8791680400 354.8875898225   0.3164812949   0.3766957613   0.3379352253   1.0311122815
  251200000  79.1319170132   6.4817829568   8.6774180175  94.2911179875 811.8464901264  31.1779290384  32.0322040900 875.0566232548   0.3460915865   0.3221312154   0.3744082443   1.0426310463
  251300000  46.4653155950  23.1934518263   9.2331549169  78.8919223382 328.2003256900 126.8664322500 119.7032928100 574.7700507500   0.3555099702   0.3751331712   0.2967111573   1.0273542987
  251400000  45.9213736091   3.8482351730   9.8266173017  59.5962260838 477.0712166416  14.1733425625  74.2682004100 565.5127596141   0.3054827467   0.3453248431   0.3738162064   1.0246237962
  251500000  44.5225957583  34.4491460796   7.5523957127  86.5241375506 199.7897440900 235.1327827216  52.5683001600 487.4908269716   0.3332013264   0.3756780502   0.3257496899   1.0346290664
  251600000   3.9938057687  61.7694437092  11.5039574403  77.2672069182  33.8235296400 712.1810243584  91.6595612100 837.6641152084   0.3810027438   0.3356305378   0.3178720346   1.0345053162
  251700000  42.5759768841  34.1049332566  15.0537069650  91.7346171057  72.9674724100 101.2819423154 247.0838172100 421.3332319354   0.3841376852   0.3375015042   0.3276832385   1.0493224278
  251800000  23.1607782722  69.1451607106   4.0853840621  96.3913230449 103.8259102500 597.6372294244  16.6945788100 718.1577184844   0.3542424601   0.3804828093   0.3204385357   1.0551638050
  251900000   8.0201228283   3.8090028695  10.2353047741  22.0644304718   0.0076387600   0.0794676100  14.8302010000  14.9173073700   0.3567242580   0.3466604464   0.3380208804   1.0414055847
  252000000  13.5180879790  14.4968893813  26.9469353435  54.9619127038  45.5031193600 254.4640707249  43.2253651600 343.1925552449   0.3160296622   0.3600210381   0.3777497156   1.0538004159
  252100000  22.8916658686  11.2341085828  13.6010671559  47.7268416073 156.4350547600  56.5631847225 101.6043840100 314.6026234925   0.3192194030   0.3501300876   0.3769048171   1.0462543077
  252200000   5.1107714765  33.7474817580   6.0436231963  44.9018764307  20.2761084100 305.9438265625   0.0173976100 326.2373325825   0.2957029981   0.3422328921   0.3959909207   1.0339268108
  252300000   4.6835677491  33.2642383754   5.1190081042  43.0668142288  17.1835120900  89.2121619580  86.6798240400 193.0754980880   0.3369676001   0.3365011624   0.3472119442   1.0206807068
  252400000  27.7214646192  17.1718166212  19.4643614102  64.3576426506 262.3784436100 172.0163402500  83.8433235600 518.2381074200   0.3559857120   0.3104981212   0.3541887501   1.0206725833
  252500000  17.4497653421  12.7105331445  18.3022114899  48.4625099765   0.6116804100  56.5346091025  13.6028192400  70.7491087525   0.4021828821   0.3113039843   0.3123706398   1.0258575062
  252600000   6.6441669741  26.0139588713  80.7381973053 113.3963231506  17.8531600900  48.4743175225 368.0642250000 434.3917026125   0.3456419009   0.3448518674   0.3309991455   1.0214929138
  252700000  32.7414102872   7.2662129441  23.7852794812  63.7929027125 182.7633610000 117.8942095681 195.0687088900 495.7262794581   0.3102361798   0.3267860525   0.3864195025   1.0234417349
  252800000  17.3066396461   3.3089991433  18.3182469845  38.9338857739  47.9223907600   1.3801080484  80.9298152100 130.2323140184   0.3333679343   0.3461739764   0.3236595114   1.0032014221
  252900000  24.0715595644   8.5728888565   5.9993076924  38.6437561133  23.2565062500  16.7824592896  36.4562364100  76.4952019496   0.3575128799   0.3382152218   0.3050577872   1.0007858888
  253000000  13.2805071339   8.0927764438  10.8862478194  32.2595313971   2.1874410000  29.4648124225  15.9944004900  47.6466539125   0.3324582073   0.3078144877   0.3893067738   1.0295794688
  253100000  24.0904951498  10.7984375009  24.3549765787  59.2439092294  26.6916889600  23.9879550625 188.8343188900 239.5139629125   0.3929226851   0.3298560929   0.3247309407   1.0475097187
  253200000  25.2751299109   5.9447729644  33.1864198974  64.4063227727 113.8830465600  23.0080430889  85.1449107600 222.0360004089   0.3232546422   0.3527928155   0.3540005616   1.0300480193
  253300000  37.4404714390   4.6198275176   7.8803826609  49.9406816174 109.2568467600  33.2313049156  53.8110273600 196.2991790356   0.3295285446   0.3503702823   0.3533593788   1.0332582057
  253400000  64.8523995922   3.4659087258   7.4623727578  75.7806810758 327.4796929600  21.9657192976   5.1062440900 354.5516563476   0.3215313024   0.3504110847   0.3861823181   1.0581247052
  253500000  16.0362824838  13.4708521669  11.2090047294  40.7161393801  16.0352193600  22.9508064900  53.0901676900  92.0761935400   0.3875754388   0.2790935722   0.3557398415   1.0224088525
  253600000   8.8851099343  19.9251495287  26.0910850105  54.9013444734 144.7257120400 181.0873501969  72.0665166400 397.8795788769   0.3824975099   0.3237110502   0.3197598974   1.0259684575
  253700000  13.4562052033   5.9065079630  24.8338298267  44.1965429929 107.2653776100   1.4853834939 222.3230102500 331.0737713539   0.3195641813   0.3822549480   0.2946360116   0.9964551410
  253800000  23.8933659790  15.8443046986   7.6083568959  47.3460275735 274.7306250000   0.3318336025   7.2038560000 282.2663146025   0.3344597469   0.4084949875   0.3089960436   1.0519507780
  253900000  23.7712156260  12.7882843702  10.6460983983  47.2055983945 175.1069958400   0.0325441600   2.7506222500 177.8901622500   0.3577852826   0.3400628836   0.3384418072   1.0362899734
  254000000  17.5078645404   4.6531180772  66.2189158617  88.3798984792  55.6202724100   2.4586240000 222.3259923600 280.4048887700   0.3387618740   0.3415060279   0.3439758055   1.0242437074
  254100000  33.5878906583  15.7316074333  32.8998674953  82.2193655868 370.1929921600 185.0987460100  88.2415996900 643.5333378600   0.3576753699   0.3211398875   0.3384614328   1.0172766902
  254200000  14.3624487492   5.3123491593   5.6645124611  25.3393103695  10.9613966400  32.8994016400  63.8736624100 107.7344606900   0.3358363386   0.2944439840   0.3976717692   1.0279520918
  254300000   5.9115465092  46.4841272981   6.1271860317  58.5228598390   0.8215609600 235.8171781956   3.8643696400 240.5031087956   0.3515256893   0.3651882047   0.3139416503   1.0306555443
  254400000  16.9697214898  56.7772980768   8.6323450284  82.3793645949  38.5939137600 439.7329314361  20.3220640000 498.6489091961   0.3285367283   0.3918496692   0.3196131560   1.0399995534
  254500000  30.5479084719  15.9399783118   5.9782893187  52.4661761025 181.3951048900  37.7106528100   0.1239744100 219.2297321100   0.3307675918   0.3513823946   0.3365132856   1.0186632720
  254600000  15.0145906619  10.3443586699  43.2202302521  68.5791795839  54.0283801600  14.0692508100 375.6309134400 443.7285444100   0.3445467905   0.3376577832   0.3516284982   1.0338330719
  254700000  17.1919338962  12.3640105546   3.5506689620  33.1066134128  46.2644832400  18.1382292100  21.8472108100  86.2499232600   0.3600655113   0.3225782898   0.3580230306   1.0406668317
  254800000  15.7768448693  15.2409386562  42.7080290358  73.7258125613 101.8767235600 115.4848980321 360.0771904900 577.4388120821   0.3740906137   0.3334038631   0.3289353510   1.0364298278
  254900000  15.7505410504   2.2742880385  32.9016332473  50.9264623362   0.3167438400   0.0098465929 271.1456222500 271.4722126829   0.3546406519   0.3139774063   0.3563690795   1.0249871377
  255000000  12.0621522810   3.4693101068  96.6727720446 112.2042344323   0.8508217600  31.0788410256 973.4836804900 1005.4133432756   0.3354444503   0.3299998845   0.3670498951   1.0324942298
  255100000  16.9832214691   5.5164934094  22.6887365515  45.1884514300 243.4660915600   6.0540602500 132.2247012100 381.7448530200   0.3641942776   0.3694658922   0.3113298975   1.0449900672
  255200000   2.8366571267  36.0062882015   6.4675388977  45.3104842259   5.6544084100 108.3181377600  33.6782908900 147.6508370600   0.3560282629   0.3528331619   0.3512123872   1.0600738120
  255300000   6.3958277578  64.4515572386  17.6936700305  88.5410550269  12.9528010000 246.0788316100 122.2439809600 381.2756135700   0.3301156081   0.3510906729   0.3398596584   1.0210659393
  255400000   8.8017988127  10.4911907531  15.3950731603  34.6880627262 156.4750810000  86.9463002500   1.3635232900 244.7849045400   0.3528552065   0.3281111348   0.3462498878   1.0272162291
  255500000   7.6283563859  33.0504378264  25.3450803388  66.0238745511  19.0977740100  63.3138490000 220.8790440000 303.2906670100   0.3620181155   0.3401159036   0.3170225113   1.0191565303
  255600000  11.6197986638  38.6783485009   7.3035821988  57.6017293635 103.7627449600 321.9745753225  84.9401856900 510.6775059725   0.3792032408   0.3079191177   0.3416067076   1.0287290661
  255700000   4.5605047012   6.3685897023  29.5447720206  40.4738664240   1.1457561600  80.6134622500  28.3822562500 110.1414746600   0.3339348204   0.3616777763   0.3199166078   1.0155292044
  255800000  33.9742019621   4.2254274380  20.7046086153  58.9042380154 107.7423240100   0.0271260900  54.3449096100 162.1143597100   0.3678794452   0.3301565825   0.3062986209   1.0043346486
  255900000  25.4876223029   8.3151064815  27.5988688262  61.4015976106  79.7859832900  49.2705724900 260.4318164100 389.4883721900   0.3460384702   0.3321183868   0.3667493744   1.0449062314
  256000000  10.2444178260  79.0268062660   3.6383525121  92.9095766041   1.5720144400 623.0215681600  37.9209640000 662.5145466000   0.3330711879   0.3504944685   0.3619446594   1.0455103158
  256100000  40.2899219073   2.3027474399  18.2952875111  60.8879568582 285.5998600900   3.2454022500 105.1158067600 393.9610691000   0.3531970843   0.3459306015   0.3204375911   1.0195652770
  256200000  23.6084692364  26.8584473408  26.3782223270  76.8451389042  42.5625760000 233.1026632900 215.9195136400 491.5847529300   0.3107528380   0.3823704470   0.3444286000   1.0375518849
  256300000   7.4133670328   8.1150458592  35.1668482305  50.6952611225  14.9165888400  24.3986602500 257.3650147600 296.6802638500   0.3525526479   0.3450086769   0.3263937073   1.0239550320
  256400000   7.0677088477  23.8196966863  24.4193420065  55.3067475405   6.2710176400 116.3831016100 277.6888960000 400.3430152500   0.3516201543   0.3544473375   0.3272370341   1.0333045260
  256500000  11.1566635861  17.0656298698  65.0467467171  93.2690401729   0.5142324100 138.1001025600 568.9560678400 707.5704028100   0.3617840193   0.3369274875   0.3258570115   1.0245685183
  256600000  10.7240000409   5.8085835606  23.3121543577  39.8447379592  41.9852161600   0.1128960000   8.5790410000  50.6771531600   0.4091112822   0.3231898863   0.3143000552   1.0466012236
  256700000  10.3278031202   6.0851482692  12.6640016153  29.0769530047  22.7509920400  26.4288528100  58.7338304400 107.9136752900   0.3507924535   0.3297467999   0.3563329119   1.0368721654
  256800000  39.0282903128   9.8093249166   5.0903255947  53.9279408241  44.5689760000  56.3280270400   0.0919908900 100.9889939300   0.3423108380   0.3080281374   0.3622734660   1.0126124413
  256900000  41.9821283556  25.5873410919  10.1417797035  77.7112491510 235.2327712900  99.7401690000   0.5526435600 335.5255838500   0.3350071603   0.3789353275   0.3406397865   1.0545822743
  257000000  17.7730362003   8.3327997435  10.0955071309  36.2013430747  49.3225290000  48.7972102500  33.8561059600 131.9758452100   0.3537784848   0.3443461439   0.3410252889   1.0391499177
  257100000  13.3799795902   7.4580480647  14.7510194146  35.5890470695  27.2995800100   0.0522579600 140.5457670400 167.8976050100   0.3695325021   0.3392790727   0.2958167869   1.0046283617
  257200000   4.2903890598  65.8220048357   9.7350315923  79.8474254877  20.9507598400 789.6847477689 136.9110608100 947.5465684189   0.3073480594   0.4031134288   0.3143813155   1.0248428037
  257300000   2.9253030022  21.8516935740  16.5272862243  41.3042828006  73.2462105600  87.6358099600   4.8721732900 165.7541938100   0.3577364012   0.3349998807   0.3638261351   1.0565624169
  257400000  43.4113466868   9.6931374385  20.8885482161  73.9930323414 390.3785640000  43.9717524544 188.7408868900 623.0912033444   0.3284232925   0.3012209325   0.3715081823   1.0011524073
  257500000  34.3332698239  59.8823223365   5.6485919958  99.8641841563 243.5472360000 716.8738502500  30.0369763600 990.4580626100   0.3336166929   0.3309510622   0.3600843741   1.0246521293
  257600000   5.5812564456  18.6256508827  11.5566594889  35.7635668172   5.4723244900  91.4043075136  74.8328803600 171.7095123636   0.3230115641   0.3484120091   0.3343227394   1.0057463127
  257700000  82.5356662678   9.3387985314   8.4825052092 100.3569700084 774.3419290000 180.3050071729  53.8682602500 1008.5151964229   0.3377151887   0.3477250966   0.3629802496   1.0484205349
  257800000  28.6742096361   3.9690702736   8.6786612390  41.3219411487 435.3899560000  20.0775686400   4.5890208400 460.0565454800   0.3451490525   0.3175166008   0.3609989067   1.0236645600
  257900000  42.9825226884  10.3742480612   3.6885250413  57.0452957909 276.2210760100  29.4403908100  34.2786830400 339.9401498600   0.3487848732   0.3691125308   0.3186246618   1.0365220659
  258000000   6.4074250243  20.2571069076  48.8707204558  75.5352523877  34.2529267600 253.2060650025 206.8131610000 494.2721527625   0.3366284984   0.3415712202   0.3295286760   1.0077283946
  258100000  11.5102207365   7.2801247591  25.5984956511  44.3888411467   0.0999824400  32.6933511961 257.9525088100 290.7458424461   0.3638743091   0.3137382480   0.3601407330   1.0377532901
  258200000   3.7552556869  19.7630870281  11.0043759865  34.5227187015  18.1135360000 133.4715779401  28.2407216400 179.8258355801   0.3863681446   0.3226692994   0.3166512996   1.0256887436
  258300000   8.9512430496  53.9297202448   7.3361903917  70.2171536861  79.0427683600 696.3560988736   2.6403000100 778.0391672436   0.2955045073   0.3915527418   0.3168331357   1.0038903848
  258400000  17.7123333919   7.8605527319  44.8331504481  70.4060365719 222.5944641600  18.9318101449 200.1121452100 441.6384195149   0.3095355273   0.3466859624   0.3750770169   1.0312985066
  258500000  13.5428218979   5.7691008407  21.4780570145  40.7899797531   4.6915560000  10.0300790209 130.5831852900 145.3048203109   0.3010801596   0.3338431629   0.3627372542   0.9976605767
  258600000  12.4832805661  20.3501203252  69.7104593125 102.5438602038  59.1453283600 195.7214990025 569.6957448900 824.5625722525   0.3213824917   0.3633237252   0.3449960785   1.0297022954
  258700000   5.5155541008  12.7054387756  18.6061300076  36.8271228840   3.3492660100   1.6765691910 217.2646520100 222.2904872110   0.3348157694   0.3337333495   0.3477505631   1.0162996821
  258800000  20.2352117965   8.8550788010   8.0625423415  37.1528329390 331.8845932900  77.7731735881   0.1399508100 409.7977176881   0.3457027114   0.3587536509   0.3288676793   1.0333240416
  258900000  11.7281491185  39.7834010407   1.9787941461  53.4903443053   8.5246480900 229.8207488256   0.3951379600 238.7405348756   0.3257781239   0.3721476258   0.3310836337   1.0290093835
  259000000  10.8230567816   8.3268985472   6.5237663357  25.6737216645 205.1970300900   2.1045304900   3.9620902500 211.2636508300   0.3742924078   0.3661080839   0.2862819660   1.0266824576
  259100000  92.1642994326   8.4070180566  10.1263229587 110.6976404479 551.6156822500  73.2308062500  37.0333102500 661.8797987500   0.3517883969   0.3307675439   0.3351235957   1.0176795365
  259200000  16.2616398652  14.9481959068  26.1561270680  57.3659628400  53.6849290000 134.2886968900  70.5465606400 258.5201865300   0.3737379764   0.3002809074   0.3786118184   1.0526307021
  259300000   5.0995796547  40.4606314974   7.0543024956  52.6145136477   1.8689624100 224.0021088900   2.7433296900 228.6144009900   0.3336346874   0.3152831518   0.3767685138   1.0256863530
