26050000.0000000000 2061552.8128088301     0.4551197945     0.0010998799     0.4575018047     0.0010138487     0.4155591062     0.0009633697     1.3281807054     0.0010356601     2.6871783172     0.0093203175     2.7110920490     0.0088552332     2.3862753056     0.0083478178     7.7845456718     0.0113707681     0.3437552874     0.0003974521     0.3440249974     0.0003726231     0.3287792276     0.0004024742     1.0165595124     0.0001807980
15003500.0000000000 661437.8277661477     0.9569082994     0.0072687331     0.9307517100     0.0070286472     0.9996829026     0.0204400755     2.8873429120     0.0081893578     6.1161613811     0.0700660055     5.8873028797     0.0677039161     6.4097665064     0.0711762256    18.4132307672     0.0973986251     0.3412189294     0.0009309645     0.3397702185     0.0009274258     0.3476879337     0.0009315395     1.0286770816     0.0004617473
15003500.0000000000 661437.8277661477     0.8646298364     0.0066204824     1.0009565304     0.0075548799     0.9813719171     0.0073626065     2.8469582839     0.0082774817     5.3340617107     0.0637738954     6.4414553510     0.0728800990     6.1770954127     0.0711559490    17.9526124744     0.0991305657     0.3396299101     0.0009456590     0.3505861527     0.0009778571     0.3501796404     0.0009661544     1.0403957032     0.0005484503
10599500.0000000000 66143.7827766148     0.9543051877     0.0220638447     0.9518885002     0.0226047711     1.0022223291     0.0235032039     2.9084160170     0.0269521476     6.0795122293     0.2127059791     6.1027513370     0.2198988579     6.5990206514     0.2293342187    18.7812842177     0.3198211902     0.3423063418     0.0027446167     0.3415079441     0.0028335475     0.3450595232     0.0028957143     1.0288738091     0.0014229138
10599500.0000000000 66143.7827766148     0.9455032808     0.0221556376     0.9269086953     0.0218122081     0.9976542824     0.0232803483     2.8700662586     0.0253216939     6.2115145268     0.2206708369     5.8611878167     0.2098323740     6.2938927802     0.2262674682    18.3665951237     0.3055900270     0.3431713079     0.0029446453     0.3404304927     0.0029393635     0.3478236310     0.0029792016     1.0314254317     0.0016045370
10599500.0000000000 66143.7827766148     2.3474554162     0.0601523779     2.2434356205     0.0534737870     2.6787333290     0.0667955558     7.2696243656     0.0778549735    15.5406596518     0.6099993806    14.1274479886     0.5484197011    17.6012886591     0.6679467255    47.2693962994     0.9249630152     0.3471078902     0.0020546672     0.3404966062     0.0020191437     0.3536050416     0.0021200101     1.0412095380     0.0011636939
5103500.0000000000 661437.8277661477     2.3914230014     0.0185766632     2.2781011694     0.0177597876     2.4660266530     0.0198069255     7.1355508238     0.0234488321    15.3517358277     0.1867351558    14.3713549979     0.1794127710    16.0099227385     0.1959948039    45.7330135641     0.2796998047     0.3425987941     0.0006368832     0.3414622503     0.0006410715     0.3416506210     0.0006491150     1.0257116653     0.0002951865
5103500.0000000000 661437.8277661477     2.3914230014     0.0185766632     2.2781011694     0.0177597876     2.4660266530     0.0198069255     7.1355508238     0.0234488321    15.3517358277     0.1867351558    14.3713549979     0.1794127710    16.0099227385     0.1959948039    45.7330135641     0.2796998047     0.3425987941     0.0006368832     0.3414622503     0.0006410715     0.3416506210     0.0006491150     1.0257116653     0.0002951865
50105000.0000000000 6614378.2776614772 918482.7111681114 918464.6728572971    17.8225407604     0.5497780306    19.2357655414     0.5142915170 918519.7694744087 918464.6774398938 4194114.0269710831 4194000.1569317733   111.3560084834     4.7129519201   121.7844333415     4.2868069340 4194347.1674129190 4194000.1679852093 127099.7746574112 127099.4281265191     0.3459768180     0.0002843023     0.3462411520     0.0002890842 127100.4668753812 127099.4281214612
60005000.0000000000 6614378.2776614772 161067.3883563791 161049.5453849953    17.8558933766     0.3204098838    19.3776200216     0.2859442647 161104.6218697773 161049.5455299453 4194011.7410688177 4193899.6741856271   111.6465988381     1.4376323594   123.8875343145     2.5719427831 4194247.2752020042 4193899.6572401384 42366.6211523947 42366.2737199089     0.3483631294     0.0002895192     0.3489957307     0.0002937386 42367.3185112550 42366.2737256693
150050000.0000000000 6614378.2776614772    18.0013014177     0.5787386723    18.4454786808     0.4668125631    18.8556811835     0.4737337041    55.3024612819     0.6620212095   115.5690548882     4.7817681583   115.0431009736     4.7442558658   115.7809588030     5.3945408666   346.3931146648     7.7108959759     0.3469108903     0.0009307767     0.3483279643     0.0009317437     0.3491440970     0.0009728264     1.0443829516     0.0005366977
20003950.0000000000 661437.8277661477    30.9596726712     1.4264982940    28.8907320857     1.4503771747     4.1372715990     0.2356291094    63.9876763559     1.1209561497   211.7280287504    13.1561040465   192.9902086928    14.3756455113    18.2605770410     1.2950343308   422.9788144842    12.6000743110     0.3634850193     0.0005193217     0.3644269560     0.0005319270     0.2987793627     0.0007118476     1.0266913380     0.0000425592
80003500.0000000000 6614378.2776614772    18.2087746215     0.3219276024    17.9648779636     0.2778431411    17.4763853220     0.2834716581    53.6500379071     0.4652721705   113.7615196003     2.8750645258   110.8332997766     2.0402594458   105.9066533545     2.5713557951   330.5014727314     2.6099698946     0.3427957912     0.0001841738     0.3427321336     0.0001965182     0.3396569511     0.0002805261     1.0251848758     0.0000402494
80003500.0000000000 6614378.2776614772    18.2087746215     0.3219276024    17.9648779636     0.2778431411    17.4763853220     0.2834716581    53.6500379071     0.4652721705   113.7615196003     2.8750645258   110.8332997766     2.0402594458   105.9066533545     2.5713557951   330.5014727314     2.6099698946     0.3427957912     0.0001841738     0.3427321336     0.0001965182     0.3396569511     0.0002805261     1.0251848758     0.0000402494
530005000.0000000000 66143782.7766147703 160539.6416372821 106062.8159765134     9.4283068338     0.0647371308    10.1715654549     0.0729818911 160559.2415095710 106062.8158523808 733946.2558335267 564550.2696218063    59.3067465389     0.5498588912    64.8073301273     0.6310017345 734070.3699101985 564550.2655649652 65758.2065560203 52268.6826981439     0.3420456882     0.0001148875     0.3407404629     0.0001163956 65758.8893421713 52268.6826994132
530005000.0000000000 66143782.7766147703 160539.6416372821 106062.8159765134     9.4283068338     0.0647371308    10.1715654549     0.0729818911 160559.2415095710 106062.8158523808 733946.2558335267 564550.2696218063    59.3067465389     0.5498588912    64.8073301273     0.6310017345 734070.3699101985 564550.2655649652 65758.2065560203 52268.6826981439     0.3420456882     0.0001148875     0.3407404629     0.0001163956 65758.8893421713 52268.6826994132
520005000.0000000000 66143782.7766147703 184944.0125762700 119650.8809041262     9.3793245362     0.0669823703    10.3880827459     0.0991140113 184963.7799835519 119650.8809425128 629077.8491488661 468825.1739333026    59.0407880743     0.5595699262    66.4919847757     0.7383882923 629203.3819217148 468825.1753502682 35544.8210804124 23975.3481561041     0.3415768873     0.0001144709     0.3416726317     0.0001148828 35545.5043299319 23975.3481553203
