ID TYPE x y z ix iy iz 
1669 2 -13.8529 -13.0577 13.2279 1 -24 0
1670 2 -13.7225 -13.022 12.2875 1 -24 0
1671 2 -13.2354 -13.8558 12.1977 1 -24 0
1672 2 -12.3624 -13.8803 12.4365 1 -24 0
1673 2 -12.1488 -14.1358 11.5404 1 -24 0
1674 2 -11.9935 -14.9508 11.9246 1 -24 0
1675 2 -12.8768 -14.9095 12.2854 1 -24 0
1676 2 -13.537 -14.8591 11.5898 1 -24 0
1677 2 -13.0859 14.6351 10.9433 1 -25 0
1678 2 -13.3159 13.6719 10.9992 1 -25 0
1679 2 -13.1863 12.8723 10.4678 1 -25 0
1680 2 -12.2322 13.2151 10.3768 1 -25 0
1661 2 -6.47613 -14.2887 19.896 3 -23 0
1662 2 -5.99362 14.9667 20.2851 3 -24 0
1663 2 -5.7891 -14.6574 21.1798 3 -23 0
1664 2 -6.7416 -14.7522 20.9972 3 -23 0
1665 2 -6.52595 14.3447 21.2382 3 -24 0
1666 2 -6.78983 14.6672 22.0677 3 -24 0
1667 2 -6.24957 -14.5547 22.3813 3 -23 0
1668 2 -6.23864 -14.787 23.4188 3 -23 0
1669 2 -5.70552 14.6792 24.037 3 -24 0
1670 2 -5.20909 -14.9948 23.2298 3 -23 0
1671 2 -4.9315 -14.4798 24.0212 3 -23 0
1672 2 -5.12523 -13.7614 24.6891 3 -23 0
1673 2 -4.63371 -13.1228 24.147 3 -23 0
1674 2 -4.04249 -13.0865 23.3647 3 -23 0
1675 2 -4.2979 -12.9847 22.4828 3 -23 0
1676 2 -4.94351 -13.623 22.0259 3 -23 0
1677 2 -5.48096 -13.3188 21.268 3 -23 0
1678 2 -5.15522 -12.5298 21.771 3 -23 0
1679 2 -4.91058 -11.6398 21.9131 3 -23 0
1680 2 -3.96498 -11.698 22.1308 3 -23 0
1661 2 -4.62145 -0.83642 12.9129 1 -26 0
1662 2 -4.1545 -1.68635 12.9886 1 -26 0
1663 2 -3.47107 -1.46548 13.6247 1 -26 0
1664 2 -3.166 -0.623174 13.2275 1 -26 0
1665 2 -3.4989 -0.183895 12.4253 1 -26 0
1666 2 -4.07826 0.587748 12.4604 1 -26 0
1667 2 -3.68692 0.675098 11.598 1 -26 0
1668 2 -3.34617 1.50942 11.2361 1 -26 0
1669 2 -2.69483 1.48887 10.5884 1 -26 0
1670 2 -1.8447 1.91884 10.4386 1 -26 0
1671 2 -1.44049 2.71995 10.1992 1 -26 0
1672 2 -1.09362 2.87486 9.35698 1 -26 0
1673 2 -0.460787 2.21756 9.63553 1 -26 0
1674 2 0.328085 2.60169 9.40006 1 -26 0
1675 2 -0.149638 2.524 8.61341 1 -26 0
1676 2 -0.259525 1.75541 8.00096 1 -26 0
1677 2 0.631566 1.77332 8.21203 1 -26 0
1678 2 1.39108 1.1946 8.44382 1 -26 0
1679 2 1.1714 0.273585 8.19891 1 -26 0
1680 2 1.26734 0.197016 9.1689 1 -26 0
1661 2 0.424149 -1.57021 -12.4323 0 -23 0
1662 2 -0.0822244 -1.32126 -11.6042 0 -23 0
1663 2 -0.605817 -0.633889 -11.1502 0 -23 0
1664 2 -0.381442 0.224856 -11.5953 0 -23 0
1665 2 -0.480535 0.0825924 -12.5571 0 -23 0
1666 2 0.255537 0.688311 -12.3524 0 -23 0
1667 2 1.17862 0.390535 -12.6351 0 -23 0
1668 2 1.52169 0.545876 -13.468 0 -23 0
1669 2 1.66735 1.06127 -14.2452 0 -23 0
1670 2 1.16059 1.06198 -15.0879 0 -23 0
1671 2 0.545139 1.56913 -15.6109 0 -23 0
1672 2 0.505012 0.575151 -15.9051 0 -23 0
1673 2 0.176687 -0.331092 -16.0562 0 -23 0
1674 2 -0.375314 0.400099 -16.5307 0 -23 0
1675 2 0.470587 0.598856 -16.8964 0 -23 0
1676 2 0.331327 0.934261 -17.8186 0 -23 0
1677 2 0.651068 0.277041 -18.5373 0 -23 0
1678 2 1.58149 0.422904 -18.1402 0 -23 0
1679 2 2.28327 -0.010251 -17.6657 0 -23 0
1680 2 1.67974 -0.77074 -17.8241 0 -23 0
1661 2 0.80355 -0.688383 -20.7169 0 -23 0
1662 2 -0.125583 -0.407766 -20.9364 0 -23 0
1663 2 -0.563805 -1.228 -20.6437 0 -23 0
1664 2 -1.2624 -1.00682 -21.2596 0 -23 0
1665 2 -2.01953 -0.476058 -21.5698 0 -23 0
1666 2 -1.8297 -0.511194 -22.5127 0 -23 0
1667 2 -1.3412 -0.324998 -23.351 0 -23 0
1668 2 -1.95959 -0.57917 -24.0047 0 -23 0
1669 2 -1.64754 -0.713146 -24.9787 0 -23 0
1670 2 -1.66738 0.285166 -25.1693 0 -23 0
1671 2 -1.32617 1.10422 -25.5652 0 -23 0
1672 2 -1.77717 1.23445 -24.732 0 -23 0
1673 2 -1.11213 1.78936 -24.3988 0 -23 0
1674 2 -1.50636 1.58033 -23.5613 0 -23 0
1675 2 -0.544114 1.56663 -23.4996 0 -23 0
1676 2 -0.142198 0.899931 -24.142 0 -23 0
1677 2 -0.0188513 1.46611 -24.9387 0 -23 0
1678 2 0.109557 1.71942 -25.8613 0 -23 0
1679 2 0.904672 1.59802 -25.3602 0 -23 0
1680 2 1.45324 0.866366 -25.0321 0 -23 0
1661 2 4.98445 7.90793 1.19938 0 -23 0
1662 2 5.44464 7.13473 1.53629 0 -23 0
1663 2 5.73293 6.19797 1.23682 0 -23 0
1664 2 5.94924 5.76401 2.08453 0 -23 0
1665 2 6.5657 5.06989 2.22654 0 -23 0
1666 2 5.82314 4.45881 2.24895 0 -23 0
1667 2 6.15215 3.81519 2.97881 0 -23 0
1668 2 5.66532 3.32387 3.66565 0 -23 0
1669 2 5.30575 2.60766 3.16834 0 -23 0
1670 2 5.44095 1.89034 2.54644 0 -23 0
1671 2 6.33296 1.82234 2.83219 0 -23 0
1672 2 6.95477 1.44544 3.51324 0 -23 0
1673 2 7.35482 1.76024 2.74205 0 -23 0
1674 2 7.24691 2.72501 2.71848 0 -23 0
1675 2 6.55911 3.11357 2.18013 0 -23 0
1676 2 7.32475 3.67526 2.22816 0 -23 0
1677 2 7.87179 4.204 2.82516 0 -23 0
1678 2 8.7676 4.19517 3.03862 0 -23 0
1679 2 8.97385 4.13709 2.09841 0 -23 0
1680 2 8.39732 4.85956 1.84735 0 -23 0
1661 2 -0.479912 2.18532 -13.0441 0 -23 0
1662 2 0.295419 1.66595 -13.355 0 -23 0
1663 2 0.285824 0.695371 -13.5025 0 -23 0
1664 2 -0.334573 0.898791 -14.2463 0 -23 0
1665 2 -0.850132 1.18381 -15.0703 0 -23 0
1666 2 -0.98011 0.269609 -14.8033 0 -23 0
1667 2 -0.445503 0.0107138 -15.5236 0 -23 0
1668 2 -0.335483 -0.52374 -16.3196 0 -23 0
1669 2 0.0716033 -1.26375 -15.919 0 -23 0
1670 2 0.161593 -0.999165 -14.902 0 -23 0
1671 2 0.977478 -0.526596 -14.4771 0 -23 0
1672 2 1.23177 -0.688207 -15.3769 0 -23 0
1673 2 1.46623 -1.6151 -15.3961 0 -23 0
1674 2 1.4157 -1.77645 -16.3953 0 -23 0
1675 2 0.829248 -1.43024 -17.0565 0 -23 0
1676 2 0.812698 -0.813539 -17.7424 0 -23 0
1677 2 0.552982 0.0806205 -17.3894 0 -23 0
1678 2 -0.203916 0.519477 -17.793 0 -23 0
1679 2 -1.12394 0.571669 -17.3399 0 -23 0
1680 2 -1.89226 -0.010319 -17.1647 0 -23 0
1661 2 12.0141 11.4681 3.22247 -2 -22 0
1662 2 12.3009 12.3443 3.0938 -2 -22 0
1663 2 12.3525 13.2391 3.02064 -2 -22 0
1664 2 12.0021 13.7385 2.26721 -2 -22 0
1665 2 12.1793 14.6645 1.78603 -2 -22 0
1666 2 11.5637 14.0131 1.30663 -2 -22 0
1667 2 10.6113 14.3157 1.35216 -2 -22 0
1668 2 10.0209 13.5086 1.3563 -2 -22 0
1669 2 9.80712 12.5899 1.29574 -2 -22 0
1670 2 8.8659 12.2387 1.51983 -2 -22 0
1671 2 9.16982 11.5093 2.09391 -2 -22 0
1672 2 8.69738 11.9211 2.84496 -2 -22 0
1673 2 8.40866 12.0157 3.76844 -2 -22 0
1674 2 7.89804 11.167 3.89316 -2 -22 0
1675 2 7.66773 11.4955 2.99821 -2 -22 0
1676 2 7.06675 10.9448 3.48921 -2 -22 0
1677 2 6.54368 11.2866 2.74802 -2 -22 0
1678 2 6.05471 11.0086 1.98349 -2 -22 0
1679 2 5.26391 10.5182 1.62395 -2 -22 0
1680 2 5.16748 10.0626 0.793674 -2 -22 0
1661 2 -1.46756 1.56893 -2.37509 -2 -23 0
1662 2 -1.70998 0.615483 -2.4572 -2 -23 0
1663 2 -1.85987 -0.147122 -1.84672 -2 -23 0
1664 2 -2.27268 -0.543517 -1.05811 -2 -23 0
1665 2 -1.59883 -0.887495 -0.478448 -2 -23 0
1666 2 -0.640053 -0.870824 -0.678719 -2 -23 0
1667 2 -0.101772 -0.101451 -0.866619 -2 -23 0
1668 2 -0.26435 0.507555 -0.113797 -2 -23 0
1669 2 -0.493853 1.44131 0.0384241 -2 -23 0
1670 2 0.335347 1.9888 -0.072978 -2 -23 0
1671 2 0.705093 2.74068 0.5079 -2 -23 0
1672 2 1.47629 2.35229 0.043925 -2 -23 0
1673 2 1.10403 2.17683 -0.763834 -2 -23 0
1674 2 0.640389 1.93277 -1.55657 -2 -23 0
1675 2 1.33222 1.19626 -1.48704 -2 -23 0
1676 2 1.69806 0.372629 -1.8377 -2 -23 0
1677 2 2.13562 -0.0783458 -1.16743 -2 -23 0
1678 2 2.84761 0.222411 -0.63873 -2 -23 0
1679 2 2.0736 -0.0262454 -0.0666334 -2 -23 0
1680 2 1.82271 -0.205576 0.838076 -2 -23 0
1661 2 12.046 8.79807 20.668 -1 -24 0
1662 2 11.3292 8.05189 20.4748 -1 -24 0
1663 2 12.1182 7.60234 21.0831 -1 -24 0
1664 2 12.2905 6.90073 21.7193 -1 -24 0
1665 2 12.0702 6.16263 20.9844 -1 -24 0
1666 2 11.1981 5.78015 20.6612 -1 -24 0
1667 2 10.2719 6.17613 20.5032 -1 -24 0
1668 2 10.044 6.04109 21.4307 -1 -24 0
1669 2 10.6678 6.06154 22.1946 -1 -24 0
1670 2 9.94194 5.77804 22.7068 -1 -24 0
1671 2 10.7306 5.56349 23.1771 -1 -24 0
1672 2 10.5731 5.72538 24.1662 -1 -24 0
1673 2 10.8479 6.50705 23.6189 -1 -24 0
1674 2 10.9262 7.11718 22.9351 -1 -24 0
1675 2 11.0946 7.60592 23.7414 -1 -24 0
1676 2 11.1796 8.19135 24.4772 -1 -24 0
1677 2 11.9607 8.70352 24.5428 -1 -24 0
1678 2 12.7922 8.34654 24.655 -1 -24 0
1679 2 12.272 7.5418 24.776 -1 -24 0
1680 2 12.8464 7.31236 25.5457 -1 -24 0
1661 2 -5.77902 1.69903 14.819 1 -25 0
1662 2 -5.96535 2.4453 15.4296 1 -25 0
1663 2 -5.29317 2.80792 16.0316 1 -25 0
1664 2 -4.3875 3.11038 15.9233 1 -25 0
1665 2 -4.0425 3.54343 16.7548 1 -25 0
1666 2 -4.05217 4.55192 16.8211 1 -25 0
1667 2 -3.51109 5.31724 16.6873 1 -25 0
1668 2 -3.73665 5.13662 17.579 1 -25 0
1669 2 -3.94688 4.96282 18.4936 1 -25 0
1670 2 -3.09705 4.44412 18.4956 1 -25 0
1671 2 -3.64403 4.01784 17.7577 1 -25 0
1672 2 -3.405 3.15014 18.2116 1 -25 0
1673 2 -3.74941 3.56084 18.964 1 -25 0
1674 2 -3.69946 2.86419 19.5957 1 -25 0
1675 2 -3.51068 2.32653 20.4261 1 -25 0
1676 2 -3.67401 1.46875 19.976 1 -25 0
1677 2 -2.8057 1.81787 19.7883 1 -25 0
1678 2 -2.94995 1.70816 18.83 1 -25 0
1679 2 -3.34115 0.871471 18.4607 1 -25 0
1680 2 -4.10902 0.848981 19.0727 1 -25 0
1661 2 -1.11961 -0.0196426 -7.75047 1 -24 0
1662 2 -1.63094 0.635969 -7.17582 1 -24 0
1663 2 -0.865456 1.11394 -7.05861 1 -24 0
1664 2 -0.765932 1.57985 -6.22052 1 -24 0
1665 2 -1.58654 1.58493 -5.84081 1 -24 0
1666 2 -2.00817 0.703608 -5.90092 1 -24 0
1667 2 -1.08112 0.599684 -6.21204 1 -24 0
1668 2 -1.37333 -0.274903 -6.63004 1 -24 0
1669 2 -0.731612 -1.04266 -6.55177 1 -24 0
1670 2 -0.361131 -1.01153 -5.65809 1 -24 0
1671 2 -0.195585 -0.114614 -5.88273 1 -24 0
1672 2 0.793353 -0.0455636 -5.97998 1 -24 0
1673 2 1.04349 0.925607 -5.93866 1 -24 0
1674 2 1.52227 1.41629 -5.23114 1 -24 0
1675 2 1.49766 0.468165 -4.85651 1 -24 0
1676 2 0.610936 0.353295 -4.68331 1 -24 0
1677 2 0.734165 0.0025314 -3.80431 1 -24 0
1678 2 0.562674 -0.850245 -3.35684 1 -24 0
1679 2 1.3874 -1.01896 -3.74929 1 -24 0
1680 2 1.30618 -1.41866 -2.862 1 -24 0
1661 2 1.394 0.970445 -21.3395 3 -23 0
1662 2 0.52726 1.49533 -21.3626 3 -23 0
1663 2 -0.0726161 1.63092 -20.5918 3 -23 0
1664 2 -0.958646 1.33788 -20.3646 3 -23 0
1665 2 -1.29031 1.62106 -19.4632 3 -23 0
1666 2 -1.67468 0.88342 -19.0217 3 -23 0
1667 2 -1.17615 0.341686 -19.5412 3 -23 0
1668 2 -1.11302 -0.5317 -18.989 3 -23 0
1669 2 -1.36395 -0.494301 -18.0846 3 -23 0
1670 2 -1.12921 -1.43279 -18.0497 3 -23 0
1671 2 -1.18755 -1.59628 -18.9948 3 -23 0
1672 2 -1.47205 -1.17599 -19.7621 3 -23 0
1673 2 -1.22202 -1.8575 -20.4257 3 -23 0
1674 2 -0.342277 -2.09816 -20.3833 3 -23 0
1675 2 -0.174627 -1.90596 -21.3093 3 -23 0
1676 2 -0.599626 -2.13038 -22.1858 3 -23 0
1677 2 -1.07786 -1.36874 -22.4384 3 -23 0
1678 2 -0.470978 -1.48112 -23.1768 3 -23 0
1679 2 0.429103 -1.57212 -23.284 3 -23 0
1680 2 1.28555 -1.78482 -23.6743 3 -23 0
1661 2 7.6431 -2.81948 20.0914 1 -23 0
1662 2 7.64252 -2.55353 21.0527 1 -23 0
1663 2 7.24535 -1.82607 21.5672 1 -23 0
1664 2 6.92666 -0.966997 21.9187 1 -23 0
1665 2 6.91879 -0.183339 21.3776 1 -23 0
1666 2 7.21148 0.714263 21.248 1 -23 0
1667 2 8.19735 0.856018 21.0442 1 -23 0
1668 2 8.15693 -0.0287978 21.3811 1 -23 0
1669 2 9.08803 0.311114 21.4509 1 -23 0
1670 2 9.39622 -0.434592 20.8837 1 -23 0
1671 2 8.64605 -0.0603756 20.3938 1 -23 0
1672 2 9.10298 -0.164568 19.5723 1 -23 0
1673 2 10.0463 -0.385795 19.3159 1 -23 0
1674 2 10.1921 -1.28114 19.2859 1 -23 0
1675 2 9.5232 -1.37484 18.6101 1 -23 0
1676 2 9.82599 -2.05029 17.9831 1 -23 0
1677 2 10.7774 -1.77727 17.921 1 -23 0
1678 2 11.2717 -1.8606 17.1002 1 -23 0
1679 2 11.1939 -2.47333 16.3986 1 -23 0
1680 2 11.3679 -3.47896 16.3403 1 -23 0
1661 2 7.65219 -7.28165 18.9235 1 -25 0
1662 2 6.88568 -7.08647 18.2752 1 -25 0
1663 2 6.87295 -6.09862 18.5013 1 -25 0
1664 2 7.22904 -6.14449 17.5971 1 -25 0
1665 2 7.87613 -6.78114 17.2775 1 -25 0
1666 2 7.51438 -6.1725 16.6229 1 -25 0
1667 2 6.9208 -5.5498 16.0102 1 -25 0
1668 2 6.1488 -6.04303 15.8066 1 -25 0
1669 2 5.55656 -6.29469 15.094 1 -25 0
1670 2 5.58555 -7.01223 15.7239 1 -25 0
1671 2 4.6449 -6.73587 15.6576 1 -25 0
1672 2 4.73489 -6.8884 16.6268 1 -25 0
1673 2 4.36459 -6.33936 17.3653 1 -25 0
1674 2 4.62069 -5.51376 17.73 1 -25 0
1675 2 5.23146 -4.89021 17.2535 1 -25 0
1676 2 5.71842 -4.1384 16.7877 1 -25 0
1677 2 5.82129 -3.94395 17.7644 1 -25 0
1678 2 5.88827 -3.34851 18.5467 1 -25 0
1679 2 6.33482 -2.90531 19.2626 1 -25 0
1680 2 6.07998 -1.99581 19.3916 1 -25 0
1661 2 -0.0996911 -0.875102 -4.33362 2 -25 0
1662 2 -0.196078 -1.12044 -5.20121 2 -25 0
1663 2 -0.343194 -0.640253 -6.02397 2 -25 0
1664 2 -0.244675 -1.11036 -6.85336 2 -25 0
1665 2 -0.120074 -1.74081 -7.57846 2 -25 0
1666 2 0.805338 -1.33984 -7.31498 2 -25 0
1667 2 1.53384 -0.968342 -6.8563 2 -25 0
1668 2 1.14124 -0.190645 -7.22214 2 -25 0
1669 2 1.16478 0.683303 -7.55006 2 -25 0
1670 2 0.529995 1.04831 -8.1207 2 -25 0
1671 2 -0.242964 0.938096 -7.62609 2 -25 0
1672 2 -1.17882 1.03537 -7.68391 2 -25 0
1673 2 -1.40139 0.069959 -7.52148 2 -25 0
1674 2 -1.74553 -0.16208 -8.37473 2 -25 0
1675 2 -1.69371 0.771486 -8.59795 2 -25 0
1676 2 -1.87885 0.779924 -9.5721 2 -25 0
1677 2 -1.81381 0.7706 -10.5814 2 -25 0
1678 2 -1.78069 0.813228 -11.5624 2 -25 0
1679 2 -0.904998 0.614661 -11.2541 2 -25 0
1680 2 -0.92521 1.50082 -11.0599 2 -25 0
1661 2 4.74983 -6.26317 24.6143 5 -25 0
1662 2 5.20058 -5.82839 23.9202 5 -25 0
1663 2 5.46984 -5.37022 24.6897 5 -25 0
1664 2 5.98847 -6.16631 24.7006 5 -25 0
1665 2 5.9609 -6.22481 25.6612 5 -25 0
1666 2 6.33326 -5.34749 25.8408 5 -25 0
