ID TYPE x y z ix iy iz 
1680 2 -2.0831 0.851635 -28.5906 -13 -32 0
1661 2 1.80846 0.890799 -25.9624 -13 -32 0
1662 2 1.56826 1.41529 -25.2098 -13 -32 0
1663 2 1.33044 1.83815 -26.0963 -13 -32 0
1664 2 0.418998 2.12339 -25.7708 -13 -32 0
1665 2 0.282495 1.75224 -24.9028 -13 -32 0
1666 2 0.694734 1.64754 -24.0401 -13 -32 0
1667 2 0.226612 1.06118 -23.432 -13 -32 0
1668 2 0.0624884 0.486987 -24.2314 -13 -32 0
1669 2 -0.663322 0.964981 -24.7463 -13 -32 0
1670 2 -1.16422 0.781708 -25.5973 -13 -32 0
1671 2 -0.968666 1.35924 -26.3562 -13 -32 0
1672 2 -1.52774 1.17168 -27.1733 -13 -32 0
1673 2 -2.1737 0.706734 -27.6598 -13 -32 0
1674 2 -1.93034 -0.222228 -27.9457 -13 -32 0
1675 2 -1.99605 -1.15257 -27.8396 -13 -32 0
1676 2 -1.02127 -0.926321 -27.58 -13 -32 0
1677 2 -0.491166 -0.159487 -27.8406 -13 -32 0
1678 2 -1.1489 0.490861 -28.134 -13 -32 0
1679 2 -0.256523 0.825261 -28.0521 -13 -32 0
1680 2 0.579535 0.421296 -28.3168 -13 -32 0
1661 2 3.54715 -14.4706 16.581 -13 -31 0
1662 2 3.93802 -13.6211 16.3477 -13 -31 0
1663 2 4.01441 -13.0274 17.1555 -13 -31 0
1664 2 4.54916 -12.5557 17.752 -13 -31 0
1665 2 5.41645 -12.9599 17.8724 -13 -31 0
1666 2 5.54414 -13.5872 17.1372 -13 -31 0
1667 2 5.08875 -14.2124 17.6851 -13 -31 0
1668 2 5.61613 -14.2445 18.4931 -13 -31 0
1669 2 6.15045 14.9478 18.6411 -13 -32 0
1670 2 7.05806 -14.9487 19.0058 -13 -31 0
1671 2 6.77722 14.2167 19.3782 -13 -32 0
1672 2 6.6726 13.2721 19.5743 -13 -32 0
1673 2 5.84017 13.6288 19.905 -13 -32 0
1674 2 5.14199 13.436 19.2045 -13 -32 0
1675 2 4.92716 12.893 18.4575 -13 -32 0
1676 2 4.84801 12.2638 17.7247 -13 -32 0
1677 2 5.35382 11.8925 18.5196 -13 -32 0
1678 2 6.10231 12.3961 18.5805 -13 -32 0
1679 2 6.8393 11.9177 18.9566 -13 -32 0
1680 2 6.53652 11.2295 18.3519 -13 -32 0
1661 2 2.22981 -10.1456 19.793 -15 -31 0
1662 2 3.01426 -10.3234 19.2227 -15 -31 0
1663 2 3.87698 -10.7119 19.4986 -15 -31 0
1664 2 4.48675 -10.8661 20.2953 -15 -31 0
1665 2 3.75347 -10.6097 20.8562 -15 -31 0
1666 2 3.36137 -10.7926 21.7217 -15 -31 0
1667 2 4.10475 -11.0297 22.256 -15 -31 0
1668 2 4.45855 -11.362 21.3951 -15 -31 0
1669 2 5.32438 -11.3555 21.8425 -15 -31 0
1670 2 6.20472 -11.7546 22.1121 -15 -31 0
1671 2 5.51446 -12.3383 22.3444 -15 -31 0
1672 2 6.08843 -12.8616 21.7079 -15 -31 0
1673 2 5.30367 -13.3802 22.0304 -15 -31 0
1674 2 4.68732 -13.8818 21.4308 -15 -31 0
1675 2 3.87274 -13.5316 21.8128 -15 -31 0
1676 2 3.64936 -14.4124 21.5124 -15 -31 0
1677 2 2.82365 -14.5968 21.9299 -15 -31 0
1678 2 3.00411 -14.7944 22.8158 -15 -31 0
1679 2 3.7003 14.5843 22.4993 -15 -32 0
1680 2 4.06897 14.0008 21.9026 -15 -32 0
1661 2 1.22092 0.599854 -3.76727 -14 -30 0
1662 2 1.0139 0.0741305 -2.95836 -14 -30 0
1663 2 0.109412 -0.0181172 -3.38591 -14 -30 0
1664 2 0.541129 -0.751394 -3.85433 -14 -30 0
1665 2 0.717778 -1.57519 -3.35227 -14 -30 0
1666 2 0.450784 -2.03725 -2.50666 -14 -30 0
1667 2 -0.487932 -2.19074 -2.36076 -14 -30 0
1668 2 -0.709962 -1.42046 -1.68734 -14 -30 0
1669 2 -0.468372 -0.800119 -0.865785 -14 -30 0
1670 2 -1.39773 -0.856703 -0.933946 -14 -30 0
1671 2 -2.0642 -1.49172 -0.571862 -14 -30 0
1672 2 -2.11172 -2.09047 0.154193 -14 -30 0
1673 2 -2.94712 -2.50985 -0.0307791 -14 -30 0
1674 2 -3.10636 -2.6225 0.960534 -14 -30 0
1675 2 -3.50493 -3.42599 0.739697 -14 -30 0
1676 2 -3.23937 -3.5936 1.65409 -14 -30 0
1677 2 -2.41309 -3.93024 1.81798 -14 -30 0
1678 2 -2.31152 -3.77193 2.71606 -14 -30 0
1679 2 -1.45655 -3.30104 2.85598 -14 -30 0
1680 2 -1.13414 -4.19709 3.00498 -14 -30 0
1661 2 -13.6901 -3.28447 2.02359 -15 -30 0
1662 2 -14.4734 -2.95062 2.47512 -15 -30 0
1663 2 -14.1302 -3.54053 3.14562 -15 -30 0
1664 2 -14.0218 -4.14876 2.38812 -15 -30 0
1665 2 -14.6475 -4.24828 1.66203 -15 -30 0
1666 2 14.4836 -3.9273 1.48534 -16 -30 0
1667 2 13.8811 -3.21582 1.65909 -16 -30 0
1668 2 13.8936 -2.8739 2.5489 -16 -30 0
1669 2 14.3848 -2.01587 2.93163 -16 -30 0
1670 2 14.4377 -1.17073 3.38315 -16 -30 0
1671 2 -14.8357 -0.720674 3.01831 -15 -30 0
1672 2 -14.0751 -0.461974 3.51286 -15 -30 0
1673 2 -13.3352 -0.937957 3.98633 -15 -30 0
1674 2 -13.7875 -1.78251 3.75394 -15 -30 0
1675 2 -12.9012 -2.22787 3.56216 -15 -30 0
1676 2 -12.4068 -3.02616 3.33462 -15 -30 0
1677 2 -11.8293 -2.96009 4.08872 -15 -30 0
1678 2 -12.0313 -2.64175 4.92563 -15 -30 0
1679 2 -12.9598 -2.74593 4.86725 -15 -30 0
1680 2 -13.2503 -2.88052 5.7784 -15 -30 0
1661 2 -14.255 -0.810291 15.3844 -18 -28 0
1662 2 14.9333 -0.801323 15.9244 -19 -28 0
1663 2 -14.3564 -0.840243 16.5038 -18 -28 0
1664 2 -14.5593 -1.74698 16.2492 -18 -28 0
1665 2 14.6652 -1.51767 16.7841 -19 -28 0
1666 2 13.7298 -1.44628 16.9533 -19 -28 0
1667 2 14.1225 -1.43648 17.8057 -19 -28 0
1668 2 14.5326 -2.1453 18.31 -19 -28 0
1669 2 14.0195 -2.44489 19.1069 -19 -28 0
1670 2 14.8718 -2.91624 19.139 -19 -28 0
1671 2 14.5673 -3.49388 19.8576 -19 -28 0
1672 2 14.8206 -3.76531 20.7684 -19 -28 0
1673 2 14.6331 -3.60154 21.6543 -19 -28 0
1674 2 13.698 -3.53443 21.6414 -19 -28 0
1675 2 13.4349 -3.17213 22.4803 -19 -28 0
1676 2 13.036 -3.53932 23.2646 -19 -28 0
1677 2 12.4683 -2.97303 23.7787 -19 -28 0
1678 2 12.4734 -2.4436 24.5247 -19 -28 0
1679 2 12.6922 -1.67862 25.0388 -19 -28 0
1680 2 11.9172 -2.06579 25.5395 -19 -28 0
1661 2 -8.70022 -4.80186 1.53733 -17 -28 0
1662 2 -9.47914 -4.37412 1.95357 -17 -28 0
1663 2 -9.82636 -3.87825 1.21591 -17 -28 0
1664 2 -10.7152 -4.22075 0.979474 -17 -28 0
1665 2 -11.4109 -4.25595 1.67994 -17 -28 0
1666 2 -12.1608 -3.7791 1.81753 -17 -28 0
1667 2 -12.4385 -3.4853 0.929867 -17 -28 0
1668 2 -12.963 -2.7681 1.21534 -17 -28 0
1669 2 -13.5384 -3.42816 0.813206 -17 -28 0
1670 2 -14.3896 -3.08984 1.10162 -17 -28 0
1671 2 14.7351 -2.89934 1.25116 -18 -28 0
1672 2 14.7186 -3.46761 2.01347 -18 -28 0
1673 2 -14.9087 -3.34761 2.9197 -17 -28 0
1674 2 14.5979 -2.65338 3.41474 -18 -28 0
1675 2 14.9737 -3.31028 4.027 -18 -28 0
1676 2 14.282 -3.92325 4.40394 -18 -28 0
1677 2 14.5229 -4.86534 4.602 -18 -28 0
1678 2 14.8458 -5.77346 4.29 -18 -28 0
1679 2 14.9348 -5.44568 3.39102 -18 -28 0
1680 2 -14.9161 -4.53276 3.74233 -17 -28 0
1661 2 0.377031 -2.25794 -9.74913 -16 -28 0
1662 2 -0.505438 -1.87818 -9.91079 -16 -28 0
1663 2 -1.2132 -1.80272 -10.5553 -16 -28 0
1664 2 -1.75437 -1.07701 -10.8784 -16 -28 0
1665 2 -1.27656 -0.486863 -10.278 -16 -28 0
1666 2 -1.28416 0.396032 -9.9984 -16 -28 0
1667 2 -2.12105 0.585815 -10.5465 -16 -28 0
1668 2 -1.44948 0.190047 -11.1728 -16 -28 0
1669 2 -1.58753 1.11341 -11.3037 -16 -28 0
1670 2 -1.20132 1.46661 -10.4742 -16 -28 0
1671 2 -0.496813 1.56297 -11.0912 -16 -28 0
1672 2 0.368336 1.14393 -11.2472 -16 -28 0
1673 2 -0.193923 0.673355 -11.8494 -16 -28 0
1674 2 -0.542324 -0.179339 -12.3263 -16 -28 0
1675 2 -0.887852 -0.733448 -11.6807 -16 -28 0
1676 2 -1.39205 -1.26183 -12.3352 -16 -28 0
1677 2 -0.45592 -1.34252 -12.498 -16 -28 0
1678 2 0.0904508 -1.65394 -13.2047 -16 -28 0
1679 2 -0.219258 -1.93981 -14.0961 -16 -28 0
1680 2 0.645664 -1.66991 -14.2448 -16 -28 0
1661 2 -7.9008 -12.4712 16.0775 -16 -28 0
1662 2 -8.83922 -12.5476 15.8872 -16 -28 0
1663 2 -8.96585 -11.9372 16.6024 -16 -28 0
1664 2 -8.79337 -11.4268 17.3779 -16 -28 0
1665 2 -9.13625 -12.2505 17.8279 -16 -28 0
1666 2 -8.47529 -12.4603 18.4577 -16 -28 0
1667 2 -7.92258 -13.1127 18.897 -16 -28 0
1668 2 -7.26768 -13.5218 18.3291 -16 -28 0
1669 2 -7.54822 -14.1011 18.996 -16 -28 0
1670 2 -8.22946 -13.7785 19.6307 -16 -28 0
1671 2 -9.07809 -14.0085 19.1786 -16 -28 0
1672 2 -9.83423 -13.4514 19.3128 -16 -28 0
1673 2 -10.1494 -12.6525 18.9334 -16 -28 0
1674 2 -10.7646 -12.8939 19.6202 -16 -28 0
1675 2 -11.6007 -12.3585 19.625 -16 -28 0
1676 2 -11.935 -13.2615 19.3626 -16 -28 0
1677 2 -12.765 -13.7059 19.1185 -16 -28 0
1678 2 -13.4142 -13.4867 19.8394 -16 -28 0
1679 2 -13.2778 -12.5417 20.174 -16 -28 0
1680 2 -14.1545 -12.5971 20.3581 -16 -28 0
1661 2 0.835283 -1.76652 -0.283718 -16 -28 0
1662 2 1.27485 -2.57 -0.288682 -16 -28 0
1663 2 1.36927 -2.21482 -1.21659 -16 -28 0
1664 2 1.3972 -1.67103 -1.97971 -16 -28 0
1665 2 0.895633 -1.53129 -2.81076 -16 -28 0
1666 2 1.31169 -1.6828 -3.67837 -16 -28 0
1667 2 1.5993 -1.4186 -4.53536 -16 -28 0
1668 2 1.3705 -0.483322 -4.64738 -16 -28 0
1669 2 1.51578 0.396142 -4.30264 -16 -28 0
1670 2 0.88809 1.06833 -4.12128 -16 -28 0
1671 2 1.14343 1.22188 -3.21836 -16 -28 0
1672 2 1.6593 1.65374 -2.50416 -16 -28 0
1673 2 0.807473 2.11419 -2.43494 -16 -28 0
1674 2 0.584125 2.16081 -1.48733 -16 -28 0
1675 2 0.287416 1.30151 -1.96716 -16 -28 0
1676 2 -0.635452 1.11654 -2.30002 -16 -28 0
1677 2 0.0189184 0.335832 -2.28124 -16 -28 0
1678 2 0.971617 0.52762 -2.05375 -16 -28 0
1679 2 0.345983 0.305267 -1.21301 -16 -28 0
1680 2 0.915826 -0.205152 -0.660647 -16 -28 0
1661 2 -0.3177 1.55546 -17.705 -16 -28 0
1662 2 0.185111 1.68992 -16.9166 -16 -28 0
1663 2 -0.0349273 1.18472 -16.14 -16 -28 0
1664 2 0.233474 0.543537 -16.8452 -16 -28 0
1665 2 0.1641 -0.248554 -16.3493 -16 -28 0
1666 2 0.262213 -0.00339258 -15.3964 -16 -28 0
1667 2 1.00637 -0.649716 -15.2058 -16 -28 0
1668 2 1.1514 -0.459062 -14.2959 -16 -28 0
1669 2 0.253023 -0.242907 -14.2028 -16 -28 0
1670 2 -0.464243 -0.691996 -14.7466 -16 -28 0
1671 2 -1.23452 -0.144975 -15.124 -16 -28 0
1672 2 -1.61143 0.191505 -14.3461 -16 -28 0
1673 2 -2.09292 0.623589 -13.7104 -16 -28 0
1674 2 -2.18217 -0.286684 -13.3076 -16 -28 0
1675 2 -1.43895 0.224838 -12.8951 -16 -28 0
1676 2 -1.99458 0.807367 -12.3955 -16 -28 0
1677 2 -1.13472 1.048 -12.0886 -16 -28 0
1678 2 -0.252484 1.28966 -11.852 -16 -28 0
1679 2 -0.0161157 2.2235 -11.98 -16 -28 0
1680 2 0.7803 1.76536 -11.539 -16 -28 0
1661 2 1.0856 -1.39984 -3.92265 -16 -28 0
1662 2 0.905598 -1.93524 -3.10573 -16 -28 0
1663 2 0.0909804 -1.96577 -2.50079 -16 -28 0
1664 2 -0.834296 -1.68886 -2.64423 -16 -28 0
1665 2 -1.69104 -1.29061 -3.04049 -16 -28 0
1666 2 -1.23857 -0.432807 -2.8014 -16 -28 0
1667 2 -0.44655 -0.390179 -2.22436 -16 -28 0
1668 2 -0.0682491 -0.816322 -2.96508 -16 -28 0
1669 2 -0.19905 -0.465262 -3.82086 -16 -28 0
1670 2 -0.188961 0.387181 -4.16351 -16 -28 0
1671 2 -1.04806 0.217815 -4.66918 -16 -28 0
1672 2 -1.49767 0.117707 -5.57161 -16 -28 0
1673 2 -1.34482 -0.468633 -6.28073 -16 -28 0
1674 2 -1.06895 0.0777724 -6.95796 -16 -28 0
1675 2 -0.194515 0.455609 -6.73271 -16 -28 0
1676 2 0.688432 0.633953 -6.40679 -16 -28 0
1677 2 0.396204 0.930561 -5.49052 -16 -28 0
1678 2 0.154118 1.86162 -5.86219 -16 -28 0
1679 2 -0.497316 1.52945 -6.55241 -16 -28 0
1680 2 -1.17951 1.7214 -5.91384 -16 -28 0
1661 2 -14.245 11.0884 1.91905 -18 -29 0
1662 2 -13.5308 11.7378 1.67612 -18 -29 0
1663 2 -13.3445 12.1449 0.823264 -18 -29 0
1664 2 -14.3058 12.1769 0.841977 -18 -29 0
1665 2 -14.0358 12.6497 1.68866 -18 -29 0
1666 2 -13.3583 13.2121 1.13183 -18 -29 0
1667 2 -12.6287 13.7694 1.34102 -18 -29 0
1668 2 -11.6644 13.6829 1.18728 -18 -29 0
1669 2 -11.7219 13.0701 1.9534 -18 -29 0
1670 2 -11.5523 12.5211 2.73147 -18 -29 0
1671 2 -11.1241 12.9324 3.52578 -18 -29 0
1672 2 -10.754 12.5737 4.37 -18 -29 0
1673 2 -10.6056 12.1303 5.26164 -18 -29 0
1674 2 -10.0747 12.7928 5.71688 -18 -29 0
1675 2 -9.47818 13.107 6.41716 -18 -29 0
1676 2 -9.25836 13.9098 7.00495 -18 -29 0
1677 2 -8.36141 13.8381 6.77749 -18 -29 0
1678 2 -8.76005 14.2642 6.00487 -18 -29 0
1679 2 -8.56094 14.446 5.12804 -18 -29 0
1680 2 -8.59054 14.7538 4.22401 -18 -29 0
1661 2 -9.11276 8.61652 10.9725 -15 -31 0
1662 2 -9.94434 8.7154 10.4993 -15 -31 0
1663 2 -9.43276 9.51859 10.383 -15 -31 0
1664 2 -9.29038 9.81214 9.45554 -15 -31 0
1665 2 -10.0043 9.9068 8.8479 -15 -31 0
1666 2 -9.91347 9.8706 7.87333 -15 -31 0
1667 2 -9.86928 9.6658 6.89359 -15 -31 0
1668 2 -9.47902 8.80961 7.24533 -15 -31 0
1669 2 -8.61843 8.75449 6.83158 -15 -31 0
1670 2 -7.93245 8.90813 6.2014 -15 -31 0
1671 2 -8.33844 8.19872 5.64881 -15 -31 0
1672 2 -9.12206 7.58824 5.67315 -15 -31 0
1673 2 -9.51314 6.79009 5.31616 -15 -31 0
1674 2 -9.91118 6.30821 6.01761 -15 -31 0
1675 2 -9.14514 6.71872 6.54307 -15 -31 0
1676 2 -9.08814 5.77982 6.70239 -15 -31 0
1677 2 -8.74664 6.1719 7.49455 -15 -31 0
1678 2 -7.97609 5.97453 6.88765 -15 -31 0
1679 2 -7.96078 5.56973 6.02777 -15 -31 0
1680 2 -8.26871 4.74545 5.73238 -15 -31 0
1661 2 -0.829337 -1.45873 -22.633 -16 -31 0
1662 2 -1.16722 -1.93555 -21.8231 -16 -31 0
1663 2 -0.303502 -2.20452 -21.4188 -16 -31 0
1664 2 -0.256976 -1.34671 -21.0472 -16 -31 0
1665 2 0.677651 -1.25852 -21.4916 -16 -31 0
1666 2 1.0313 -1.77651 -20.6631 -16 -31 0
1667 2 0.960476 -1.99079 -19.7128 -16 -31 0
1668 2 0.665683 -1.59337 -18.9299 -16 -31 0
1669 2 1.01096 -1.33229 -18.0736 -16 -31 0
1670 2 0.899332 -0.678218 -17.2163 -16 -31 0
1671 2 1.61498 -1.27774 -17.1127 -16 -31 0
1672 2 2.0206 -0.32738 -17.3668 -16 -31 0
1673 2 2.04551 0.259371 -16.5857 -16 -31 0
1674 2 1.95133 1.15589 -16.6243 -16 -31 0
1675 2 1.26598 1.54148 -16.121 -16 -31 0
1676 2 0.366528 1.25498 -16.002 -16 -31 0
1677 2 0.416562 1.34317 -15.1095 -16 -31 0
1678 2 -0.465762 1.56732 -15.3297 -16 -31 0
1679 2 -1.12153 0.819833 -15.3014 -16 -31 0
1680 2 -0.390483 0.228368 -15.6062 -16 -31 0
1661 2 -0.142808 1.56026 -18.8163 -16 -31 0
1662 2 0.513062 2.07225 -18.2967 -16 -31 0
1663 2 1.06552 1.5448 -17.7328 -16 -31 0
1664 2 0.310775 0.943705 -17.6349 -16 -31 0
1665 2 0.173437 0.360209 -16.9088 -16 -31 0
1666 2 0.43409 1.07106 -16.3552 -16 -31 0
1667 2 1.25506 1.67111 -16.556 -16 -31 0
1668 2 1.63219 1.25616 -15.7642 -16 -31 0
1669 2 1.69409 0.665767 -15.0159 -16 -31 0
1670 2 2.21348 -0.111533 -15.3158 -16 -31 0
1671 2 1.56187 -0.571775 -14.7159 -16 -31 0
1672 2 1.09221 -0.3601 -13.8902 -16 -31 0
1673 2 0.330414 -0.828064 -13.8326 -16 -31 0
1674 2 0.036582 -0.361058 -14.7144 -16 -31 0
1675 2 -0.708444 0.147305 -15.0775 -16 -31 0
1676 2 -1.67978 0.179929 -14.951 -16 -31 0
1677 2 -1.75173 0.265175 -14.0045 -16 -31 0
1678 2 -1.20238 1.04749 -13.9576 -16 -31 0
1679 2 -0.957431 1.59375 -14.7535 -16 -31 0
1680 2 -0.275217 2.2766 -14.5062 -16 -31 0
1661 2 0.148669 -0.421912 -9.6849 -16 -31 0
1662 2 0.131375 0.16484 -8.92948 -16 -31 0
1663 2 -0.418331 0.813069 -9.31152 -16 -31 0
1664 2 -0.642537 0.664259 -8.30703 -16 -31 0
1665 2 -0.438149 0.378103 -7.40116 -16 -31 0
1666 2 -0.226997 0.572821 -6.44499 -16 -31 0
1667 2 -0.264394 1.44652 -6.96701 -16 -31 0
1668 2 0.400529 2.08891 -6.68803 -16 -31 0
1669 2 0.972118 1.33481 -6.54194 -16 -31 0
1670 2 0.832099 0.51643 -6.94509 -16 -31 0
1671 2 0.654165 -0.176106 -7.64183 -16 -31 0
1672 2 0.980815 -1.07817 -7.47706 -16 -31 0
1673 2 1.85091 -0.930316 -7.87826 -16 -31 0
1674 2 1.70547 -0.242016 -7.22503 -16 -31 0
1675 2 1.27898 -0.684418 -6.46972 -16 -31 0
1676 2 0.675243 -0.825822 -5.6195 -16 -31 0
1677 2 -0.222072 -0.708664 -5.44338 -16 -31 0
1678 2 -0.537047 -0.795133 -4.53467 -16 -31 0
1679 2 0.391467 -0.882425 -4.23151 -16 -31 0
1680 2 1.23845 -1.36296 -4.40007 -16 -31 0
1661 2 8.79934 -11.4864 28.6287 -15 -28 0
1662 2 8.72496 -12.4269 28.6977 -15 -28 0
1663 2 8.22628 -13.1101 29.1003 -15 -28 0
1664 2 7.73868 -13.9769 29.2704 -15 -28 0
1665 2 7.01409 -13.3677 29.0808 -15 -28 0
1666 2 6.06375 -13.3683 29.2829 -15 -28 0
1667 2 5.21537 -13.5595 28.8644 -15 -28 0
1668 2 4.62562 -13.4787 28.0414 -15 -28 0
1669 2 4.23961 -12.7876 27.493 -15 -28 0
1670 2 3.8699 -11.9461 27.7057 -15 -28 0
1671 2 3.04544 -11.8662 28.2108 -15 -28 0
1672 2 2.80096 -12.3232 27.3707 -15 -28 0
1673 2 2.03765 -11.8214 26.9492 -15 -28 0
1674 2 1.698 -11.0497 27.3046 -15 -28 0
1675 2 0.875675 -11.5017 27.2928 -15 -28 0
1676 2 0.36859 -11.69 28.05 -15 -28 0
1677 2 -0.356861 -11.2092 28.5274 -15 -28 0
1678 2 0.158898 -10.5402 28.124 -15 -28 0
1679 2 1.03311 -10.2301 28.3481 -15 -28 0
1680 2 0.386539 -9.50131 28.4818 -15 -28 0
1661 2 11.7713 8.17048 26.5089 -15 -30 0
1662 2 12.1031 7.2655 26.4285 -15 -30 0
1663 2 12.7728 7.9598 26.1754 -15 -30 0
1664 2 13.2845 8.60817 25.6417 -15 -30 0
1665 2 13.8745 9.37051 25.547 -15 -30 0
1666 2 13.44 9.42184 24.704 -15 -30 0
1667 2 13.0196 10.2567 24.6472 -15 -30 0
1668 2 13.6693 10.2256 23.9053 -15 -30 0
1669 2 14.0357 11.0098 24.4097 -15 -30 0
1670 2 14.7936 11.6055 24.0652 -15 -30 0
1671 2 14.7324 12.5266 24.1804 -15 -30 0
1672 2 14.2294 12.6969 24.9854 -15 -30 0
1673 2 14.1102 13.5162 24.5279 -15 -30 0
1674 2 13.1443 13.7736 24.4487 -15 -30 0
1675 2 13.5605 14.6123 24.7144 -15 -30 0
1676 2 13.0787 -14.5567 24.6751 -15 -29 0
1677 2 12.7316 -13.97 23.931 -15 -29 0
1678 2 12.2909 -13.3401 23.2937 -15 -29 0
1679 2 12.8329 -12.6073 23.1096 -15 -29 0
1680 2 12.7178 -11.796 22.534 -15 -29 0
1661 2 6.09509 -3.85499 1.74577 -15 -30 0
1662 2 5.78546 -3.21165 1.06443 -15 -30 0
1663 2 6.18267 -2.38496 1.34194 -15 -30 0
1664 2 6.88732 -1.90632 0.944978 -15 -30 0
1665 2 7.36007 -1.06094 1.05373 -15 -30 0
1666 2 8.18289 -0.566894 0.879956 -15 -30 0
1667 2 7.98616 0.354229 1.13159 -15 -30 0
1668 2 7.09332 0.72763 1.24874 -15 -30 0
1669 2 6.68872 0.897785 2.13196 -15 -30 0
1670 2 6.46769 1.49204 1.45437 -15 -30 0
1671 2 5.8594 1.95945 0.895849 -15 -30 0
1672 2 5.16462 1.86326 1.54345 -15 -30 0
1673 2 4.66301 1.11896 1.25975 -15 -30 0
1674 2 3.84927 0.585914 1.5111 -15 -30 0
1675 2 3.23194 1.27694 1.2914 -15 -30 0
1676 2 3.55963 1.58198 2.15123 -15 -30 0
1677 2 3.29498 1.09019 2.9363 -15 -30 0
1678 2 3.45252 0.221977 3.08379 -15 -30 0
1679 2 4.05098 -0.577758 3.27005 -15 -30 0
1680 2 3.4544 -0.984585 2.51444 -15 -30 0
1661 2 5.7572 13.0367 19.13 -17 -31 0
1662 2 5.5071 12.1008 18.869 -17 -31 0
1663 2 4.60699 12.2692 18.747 -17 -31 0
1664 2 4.44254 11.4264 19.2431 -17 -31 0
1665 2 4.40262 10.5682 18.8361 -17 -31 0
1666 2 4.34541 9.55782 18.897 -17 -31 0
1667 2 3.4146 9.32439 18.9707 -17 -31 0
1668 2 2.83131 8.71556 18.3912 -17 -31 0
1669 2 2.29453 9.27093 17.7955 -17 -31 0
1670 2 2.27824 10.0359 18.3827 -17 -31 0
1671 2 1.39529 10.2348 18.7648 -17 -31 0
1672 2 0.86014 9.4421 18.6986 -17 -31 0
1673 2 0.358114 8.94792 19.3722 -17 -31 0
1674 2 0.860016 9.54394 20.0156 -17 -31 0
1675 2 1.45591 9.72819 20.8201 -17 -31 0
1676 2 1.34388 10.2905 21.5869 -17 -31 0
1677 2 0.387693 10.4789 21.669 -17 -31 0
1678 2 -0.0307573 9.73708 22.1055 -17 -31 0
1679 2 -0.681151 10.4359 21.8417 -17 -31 0
1680 2 -1.42122 10.4031 22.515 -17 -31 0
1661 2 1.47632 1.3631 -3.34477 -17 -33 0
1662 2 1.93799 0.479944 -3.16898 -17 -33 0
1663 2 1.13444 -0.0094623 -2.99579 -17 -33 0
1664 2 0.897774 -0.910343 -2.63101 -17 -33 0
1665 2 0.490397 -1.5808 -2.01187 -17 -33 0
1666 2 -0.303138 -1.52874 -1.51179 -17 -33 0
1667 2 -0.821302 -2.22587 -1.85818 -17 -33 0
1668 2 -1.07567 -1.83398 -2.72843 -17 -33 0
1669 2 -0.94839 -1.98789 -3.63591 -17 -33 0
1670 2 -0.532567 -2.12406 -4.5029 -17 -33 0
1671 2 -0.170639 -1.33845 -4.88707 -17 -33 0
1672 2 -0.488888 -0.468022 -4.68472 -17 -33 0
1673 2 -0.463157 0.138331 -5.45534 -17 -33 0
1674 2 -1.04261 -0.562698 -5.92742 -17 -33 0
1675 2 -0.0835127 -0.708151 -6.02766 -17 -33 0
1676 2 0.484012 -0.0695594 -6.49946 -17 -33 0
1677 2 0.77518 0.402758 -5.73481 -17 -33 0
1678 2 0.638468 0.289686 -4.75944 -17 -33 0
1679 2 1.54959 0.311339 -4.42157 -17 -33 0
1680 2 1.61267 0.94274 -5.10649 -17 -33 0
1661 2 0.0924733 2.04878 -17.8037 -18 -33 0
1662 2 0.909084 2.15285 -17.2651 -18 -33 0
1663 2 0.937181 1.22436 -17.0887 -18 -33 0
1664 2 0.623152 0.963725 -16.2631 -18 -33 0
1665 2 0.103798 0.148045 -16.0332 -18 -33 0
1666 2 -0.350094 -0.692471 -16.279 -18 -33 0
1667 2 0.260021 -1.39702 -15.904 -18 -33 0
1668 2 0.425837 -0.61843 -15.3465 -18 -33 0
1669 2 0.463455 0.221594 -14.8209 -18 -33 0
1670 2 -0.0781765 1.03424 -14.957 -18 -33 0
1671 2 0.493603 1.31802 -14.265 -18 -33 0
1672 2 0.471726 1.62177 -13.3696 -18 -33 0
1673 2 1.13829 0.916531 -13.1273 -18 -33 0
1674 2 1.76049 0.50142 -13.7317 -18 -33 0
1675 2 1.97616 -0.420626 -13.6089 -18 -33 0
1676 2 1.32045 -0.737094 -12.8696 -18 -33 0
1677 2 1.24706 -0.416333 -11.9239 -18 -33 0
1678 2 1.60547 0.572781 -11.8979 -18 -33 0
1679 2 0.954802 0.889486 -11.3067 -18 -33 0
1680 2 0.235242 1.49285 -11.0908 -18 -33 0
1661 2 -4.22608 5.13251 3.52334 -17 -33 0
1662 2 -4.78078 4.44242 3.32327 -17 -33 0
1663 2 -5.08831 3.86863 4.00139 -17 -33 0
1664 2 -5.25526 4.57795 4.66011 -17 -33 0
1665 2 -5.47067 5.39771 4.08612 -17 -33 0
1666 2 -5.64379 5.17553 3.08381 -17 -33 0
1667 2 -6.30024 4.45648 2.78404 -17 -33 0
1668 2 -5.97191 4.44409 1.80076 -17 -33 0
1669 2 -5.75648 5.27594 1.27975 -17 -33 0
1670 2 -5.33869 6.06302 1.48969 -17 -33 0
1671 2 -5.42174 6.98779 1.19187 -17 -33 0
1672 2 -5.08639 7.04496 2.05736 -17 -33 0
1673 2 -4.27048 7.1304 2.6477 -17 -33 0
1674 2 -3.64909 6.35794 2.40422 -17 -33 0
1675 2 -4.2073 6.38556 1.63146 -17 -33 0
1676 2 -3.90954 5.56172 1.331 -17 -33 0
