# timestep  xRg^2        yRg^2           zRg^2           Rg,xy^2          xRe^2         yRe^2         zRe^2          Re^2          xL^2           yL^2          zL^2           L^2
  409400000   8.0168381915  16.6028017947   0.0000000000  24.6196399862 118.8878387449  94.2103184400  37.0260080100 250.1241651949   0.3636411591   0.3649129623   0.3044992724   1.0330533938
  409500000  17.7360473454  32.0472587495   0.0000000000  49.7833060949 107.2229185225 236.5133334201  76.6955577600 420.4318097026   0.3229201370   0.3634246335   0.3498624168   1.0362071873
  409600000  11.8624145220 108.6955991495   0.0000000000 120.5580136715  57.8573209600 965.3567066361  49.8591332100 1073.0731608061   0.2975300911   0.3625015964   0.3735816314   1.0336133189
  409700000   4.5392783601  68.5513318765   0.0000000000  73.0906102366   5.9917248400 640.2165062500   0.0559322500 646.2641633400   0.3766293455   0.3322982751   0.3378739413   1.0468015618
  409800000  19.2763892261  19.3771731368   0.0000000000  38.6535623629  45.4464739600  58.5622867600  40.1448960000 144.1536567200   0.4028972526   0.3396369940   0.3134145778   1.0559488244
  409900000  29.1342766979  13.9166113421   0.0000000000  43.0508880400   8.9526624100  76.6447720900 194.6834184100 280.2808529100   0.3320828444   0.3660000096   0.3095108522   1.0075937062
  410000000   6.2224173689  65.0189667329   0.0000000000  71.2413841018   3.0300364900 540.5611050009   7.7935888900 551.3847303809   0.3435891146   0.3638518935   0.3325917748   1.0400327830
  410100000  15.0330369741   5.5077555461   0.0000000000  20.5407925201  83.8396609600  40.9984090000  15.0908940900 139.9289640500   0.2986094723   0.3573221885   0.3502478819   1.0061795427
  410200000   4.1646241434   8.3237874980   0.0000000000  12.4884116414   0.0625000000  79.6645502500 314.0799172900 393.8069675400   0.3397204659   0.3688509536   0.3284323292   1.0370037487
  410300000  14.3367290604   5.6672319053   0.0000000000  20.0039609657  70.2445134400  29.7472068100 176.7410713600 276.7327916100   0.3650440142   0.3421783248   0.3292008020   1.0364231410
  410400000  30.3741939731   6.5874702071   0.0000000000  36.9616641802 177.0389913600  20.6247681025   3.7268302500 201.3905897125   0.4004587032   0.2983268919   0.3246237860   1.0234093810
  410500000   6.5189333702  16.1737818164   0.0000000000  22.6927151865  36.6412302400  97.4577660849   8.2846108900 142.3836072149   0.3623706766   0.3622573859   0.3085883243   1.0332163868
  410600000  12.5864248245  28.2724841796   0.0000000000  40.8589090040   0.5514547600 206.6104386025 133.8001158400 340.9620092025   0.3234940918   0.3608158617   0.3598601782   1.0441701317
  410700000  63.2889713570   2.7996402227   0.0000000000  66.0886115797 397.9633989604  14.1702556356 232.3246608400 644.4583154360   0.3476587175   0.3079455305   0.3501634321   1.0057676801
  410800000   6.7997636210  33.2121727155   0.0000000000  40.0119363365  43.7264919852  49.6461160000 191.1914598400 284.5640678252   0.2765604336   0.3776035353   0.3472074810   1.0013714499
  410900000   8.2181305016  28.2307939394   0.0000000000  36.4489244411  10.2234307081 150.7018946449  49.2972494400 210.2225747930   0.2995171099   0.3819883488   0.3593021715   1.0408076302
  411000000  19.1965334146   6.4580014990   0.0000000000  25.6545349136 171.4384329025  42.0499074681  66.1961232100 279.6844635806   0.3500585802   0.3352195111   0.3164151197   1.0016932110
  411100000   5.7694260231  25.8511656371   0.0000000000  31.6205916601   0.0085940316 234.9224467524   6.6811910400 241.6122318240   0.3282219064   0.3242643485   0.3708659958   1.0233522506
  411200000  48.1542028146  11.2649337802   0.0000000000  59.4191365949 238.2333597361 179.2347953796   1.7313296400 419.1994847557   0.3580513551   0.3554012032   0.3216351699   1.0350877281
  411300000  12.7722738876  43.0268791090   0.0000000000  55.7991529966  69.7433765625 371.2689263556  35.7615960100 476.7738989281   0.2989016078   0.3487453176   0.3710307874   1.0186777128
  411400000   6.1008035261  10.4084109832   0.0000000000  16.5092145092  18.3352670809 111.1565358864  19.2229633600 148.7147663273   0.2428468512   0.3774470429   0.3730807390   0.9933746331
  411500000   3.5687427852  46.6096928683   0.0000000000  50.1784356535  25.3702608721 599.1739037248 136.8993601600 761.4435247569   0.3715920119   0.3309288954   0.3482446614   1.0507655687
  411600000   6.7227279974   7.5768340668   0.0000000000  14.2995620642  34.5908659600  10.6178222500  45.1180890000  90.3267772100   0.3643831448   0.3532798590   0.3088079172   1.0264709210
  411700000  37.3013109031   3.5353387954   0.0000000000  40.8366496985 114.3081722500   1.7145283600  16.0208067600 132.0435073700   0.3486255017   0.3243549608   0.3513746907   1.0243551532
  411800000  17.3533741339   7.4249229012   0.0000000000  24.7782970351 119.3228522500   9.8885091600 120.3430940100 249.5544554200   0.3964947785   0.3576546933   0.2885167387   1.0426662105
  411900000  10.3693233141  43.8345294302   0.0000000000  54.2038527443 157.3193232900 317.3556976704 137.1147321600 611.7897531204   0.3746498340   0.3555603464   0.2907649986   1.0209751790
  412000000   9.3000808835  12.3722620869   0.0000000000  21.6723429704   4.2127562500   6.3046188100  67.0105960000  77.5279710600   0.3337598086   0.3460752041   0.3643875323   1.0442225451
  412100000  38.5914386601  16.5428077391   0.0000000000  55.1342463992 197.0514062500 199.0331245681   0.0112996900 396.0958305081   0.3688327173   0.3484871105   0.3092611013   1.0265809290
  412200000   8.1966060006   7.2933172632   0.0000000000  15.4899232637  31.1486772100 100.2273290496 560.4346022500 691.8106085096   0.3307708805   0.3052423460   0.3874703437   1.0234835703
  412300000  25.4023096368  10.8597362912   0.0000000000  36.2620459280 104.3074116100 134.7280204176   5.5460250000 244.5814570276   0.3188022278   0.3288200436   0.3830395816   1.0306618530
  412400000  14.5491638598   9.1512507971   0.0000000000  23.7004146569 108.8120196900   0.1914062500 177.6569094400 286.6603353800   0.4068301114   0.2896022557   0.3242347941   1.0206671612
  412500000   3.0975363091  31.8388649064   0.0000000000  34.9364012155  11.9349520900 201.1062632656  61.5377491600 274.5789645156   0.3397276779   0.3623026175   0.3331080501   1.0351383455
  412600000  28.6367969907  12.3289856815   0.0000000000  40.9657826722 198.3590560000   0.4573816900 152.5620225600 351.3784602500   0.3692240182   0.3135038168   0.3437500897   1.0264779247
  412700000  95.1370639588  10.0789067845   0.0000000000 105.2159707433 1039.9786516900  63.8816547600   8.4111600400 1112.2714664900   0.3433606500   0.3400707610   0.3324363517   1.0158677627
  412800000  11.8515583209   7.1103255055   0.0000000000  18.9618838264   0.1661377600  36.6981524100   3.6138010000  40.4780911700   0.3010528499   0.3495827074   0.3615488919   1.0121844492
  412900000  11.4402960179  38.7730266238   0.0000000000  50.2133226418   0.0025200400  66.8216328025 109.6774452900 176.5015981325   0.3054512259   0.3749942590   0.3418223124   1.0222677973
  413000000   9.9459589481  33.6896362519   0.0000000000  43.6355952001  95.0995536100 303.9338956900   5.9706922500 405.0041415500   0.3635021854   0.3319052512   0.3361919195   1.0315993561
  413100000  23.1360067379  16.8910582206   0.0000000000  40.0270649585 195.6753345600  13.5821731600  12.0811856400 221.3386933600   0.3779864915   0.2914130494   0.3644123000   1.0338118409
  413200000  12.8248025879  83.1291457690   0.0000000000  95.9539483569 257.4035184400 847.8404532900   9.1905985600 1114.4345702900   0.3315971463   0.3330981379   0.3571561436   1.0218514278
  413300000   7.1197565280  13.0958215286   0.0000000000  20.2155780566  46.0465387776   2.6807840361   5.8278788100  54.5552016237   0.3048213645   0.3986788690   0.3265334401   1.0300336736
  413400000  10.4578822040  11.5573993539   0.0000000000  22.0152815579  20.7463852324  55.3019784409  21.3767522500  97.4251159233   0.3410166111   0.3154362301   0.3733946437   1.0298474849
  413500000  34.0117178219  33.5387537480   0.0000000000  67.5504715699 137.3373048100  12.9592800100 194.4574470400 344.7540318600   0.3398476896   0.3699390793   0.3228230117   1.0326097806
  413600000  14.2072263135  19.1884153532   0.0000000000  33.3956416667  21.2988711049 128.9155868100  12.6380250000 162.8524829149   0.3369701065   0.3328938308   0.3831191406   1.0529830780
  413700000  10.9096376604  13.5124563311   0.0000000000  24.4220939915 133.8255648900  40.2374548900   4.6833288100 178.7463485900   0.3250838211   0.3729951520   0.3492871001   1.0473660732
  413800000  49.0212544235  15.4682273760   0.0000000000  64.4894817995 866.7548164900  68.6180289600  40.9536002500 976.3264457000   0.3813762738   0.3524938121   0.2742177524   1.0080878384
  413900000  30.6898265216  25.6569570851   0.0000000000  56.3467836067 170.6628704400 106.1456272900   1.3416588900 278.1501566200   0.3320671418   0.3623209973   0.3429936732   1.0373818123
  414000000   3.4835733285  36.9158429525   0.0000000000  40.3994162809  11.6301460900 349.7498425600   3.3624556900 364.7424443400   0.3691197538   0.3722161366   0.2763586302   1.0176945206
  414100000  11.4480561841  32.9333646610   0.0000000000  44.3814208451   9.4605456400 209.6356494400  17.3655558400 236.4617509200   0.3726436683   0.3285687362   0.3382183804   1.0394307848
  414200000  16.5293244512  26.7378083857   0.0000000000  43.2671328368 221.7746424100  21.8528200900   8.6636035600 252.2910660600   0.3465285417   0.3930441128   0.3140625891   1.0536352436
  414300000  32.8117689729  13.5886994423   0.0000000000  46.4004684152 277.7722222500  56.7144548100 318.9724560400 653.4591331000   0.3251089144   0.3322566033   0.3822399180   1.0396054358
  414400000  17.5581130060   3.7079705029   0.0000000000  21.2660835088 124.6148016100   9.9969792400  21.4378260100 156.0496068600   0.3406239237   0.3202781535   0.3856713039   1.0465733812
  414500000   7.4488391909   7.3035848395   0.0000000000  14.7524240304   6.9295297600   2.4320402500 166.6706820100 176.0322520200   0.3551007352   0.3145183292   0.4111846221   1.0808036865
  414600000   6.7184205021  10.0893527270   0.0000000000  16.8077732291  70.1791552900 154.9078944400   6.7980132900 231.8850630200   0.3594933292   0.3464737657   0.3252278074   1.0311949022
  414700000  28.9333179540  16.5436085842   0.0000000000  45.4769265382 347.1775092900  93.3040083600 155.5657507600 596.0472684100   0.3716629645   0.3467575384   0.3127563384   1.0311768413
  414800000  10.3815051354  27.1409638233   0.0000000000  37.5224689587  99.9020240100 321.5100024900 107.6530753600 529.0651018600   0.3399840654   0.3478753973   0.3478625974   1.0357220600
  414900000  19.4460440871  27.9665170035   0.0000000000  47.4125610906 190.7078140900 196.2997144900  20.9388608100 407.9463893900   0.2981704664   0.3573049148   0.3807365258   1.0362119070
  415000000  12.1435571981  11.3091047058   0.0000000000  23.4526619039 145.5545731600  13.2234049600  63.2168108100 221.9947889300   0.3133753733   0.3931558711   0.3157564876   1.0222877320
  415100000   4.1882860857  34.9002543441   0.0000000000  39.0885404298   0.0892814400 138.9828788100   3.5310168100 142.6031770600   0.3707991749   0.3332174738   0.3396762009   1.0436928497
  415200000   9.2823598823  20.3460346389   0.0000000000  29.6283945213   1.5815577600   5.3610771600  48.3177912100  55.2604261300   0.3429561156   0.3252798683   0.3496538847   1.0178898686
  415300000  37.5989294567  21.7640673451   0.0000000000  59.3629968017 497.3212204900 266.8224240900  79.2224604900 843.3661050700   0.3847001207   0.3249076775   0.3337662449   1.0433740431
  415400000  33.5882011875   5.5920469833   0.0000000000  39.1802481708 291.1323187600   3.7857484900 335.0144515600 629.9325188100   0.3427303939   0.3570049397   0.3433857473   1.0431210809
  415500000   4.3515590426  11.4122738180   0.0000000000  15.7638328606   7.3375974400  69.4988995600  25.3451833600 102.1816803600   0.3201970687   0.3364961792   0.3646043525   1.0212976004
  415600000   6.9792677855  10.1000775437   0.0000000000  17.0793453292  74.6409602500 100.4946100900 110.6767120900 285.8122824300   0.3242103817   0.3933883409   0.3193392108   1.0369379334
  415700000  40.4124672336  30.4234603999   0.0000000000  70.8359276334 110.5778433600 475.8898620100  18.0914115600 604.5591169300   0.3526801868   0.3669685104   0.3320661580   1.0517148552
  415800000   7.4574269331  75.7125397977   0.0000000000  83.1699667308   3.6206478400 984.5349552900   0.6127758400 988.7683789700   0.3207806553   0.3869430100   0.3102035988   1.0179272641
  415900000   8.7572092518  27.7443730324   0.0000000000  36.5015822841  20.5632320089 323.4134656900  49.5404822500 393.5171799489   0.3476140450   0.3369499247   0.3261309627   1.0106949324
  416000000   9.1772031099  66.9387047848   0.0000000000  76.1159078947 111.5909125956 510.2132264100 300.5160931600 922.3202321656   0.3196340385   0.3264562001   0.3748310422   1.0209212809
  416100000  12.7930824046  29.1389372542   0.0000000000  41.9320196588 171.2933881681 224.5172592100 172.9514312100 568.7620785881   0.3684861386   0.3214064217   0.3288499902   1.0187425505
  416200000  18.8545197453  10.5253340188   0.0000000000  29.3798537641 145.9602259600  51.3988624900  15.1881678400 212.5472562900   0.2972530383   0.2882510312   0.4097924226   0.9952964921
  416300000   8.1907733769   6.2791136793   0.0000000000  14.4698870562  66.0617830656   5.3731240000   0.1779996100  71.6129066756   0.3499254850   0.3541353345   0.3317888167   1.0358496362
  416400000   3.3739542573  43.1636263989   0.0000000000  46.5375806562   8.4774145600 173.8442250000 160.6099982400 342.9316378000   0.2905536790   0.3850083105   0.3644536994   1.0400156889
  416500000   9.0042278113  61.1112801037   0.0000000000  70.1155079150  31.8028323600 536.3022272400  47.4803683600 615.5854279600   0.3402630677   0.3811528451   0.3282792499   1.0496951626
  416600000   7.2073845255  43.7114064181   0.0000000000  50.9187909436  70.0803379600 614.5292260900  11.5797284100 696.1892924600   0.3311181263   0.3565389682   0.3224888159   1.0101459103
  416700000   7.0111636291   5.5078767138   0.0000000000  12.5190403429  44.3995668900   0.1677721600 139.2470800900 183.8144191400   0.3537640114   0.3278210531   0.3619070751   1.0434921396
  416800000  20.2868139351  19.1288849843   0.0000000000  39.4156989194 159.9162576400  35.6600065600 230.3079408100 425.8842050100   0.2865511731   0.3459028616   0.3740087571   1.0064627918
  416900000  10.3391507223  26.4187758725   0.0000000000  36.7579265948 166.5183776400 108.9768966400   0.0039564100 275.4992306900   0.3911061836   0.2763428190   0.3721058623   1.0395548649
  417000000  18.6737124596  15.6787743608   0.0000000000  34.3524868204  24.9880014400 122.8927444900 290.9685408400 438.8492867700   0.3124903531   0.3522298518   0.3460498174   1.0107700223
  417100000  24.4683516723   7.4724690300   0.0000000000  31.9408207023  45.3561840900  26.9257210000 188.9607636900 261.2426687800   0.3247525528   0.3625894774   0.3618671674   1.0492091976
  417200000   8.4925803371   9.0176933319   0.0000000000  17.5102736690 117.7854384100  46.9430522500  42.3631756900 207.0916663500   0.3174035340   0.3879160437   0.3306522260   1.0359718037
  417300000  10.8066881213  56.7275407391   0.0000000000  67.5342288604   0.5554720900 574.1582745600 357.9966726400 932.7104192900   0.3676392355   0.3193919741   0.3574427315   1.0444739411
  417400000  18.6294528915   9.3989391921   0.0000000000  28.0283920837 258.5889124900  13.8175758400  46.7049228100 319.1114111400   0.3830610140   0.3283411901   0.3074761458   1.0188783499
  417500000  18.3464662606  11.6372479633   0.0000000000  29.9837142239  87.1982440000  82.7717844100   2.5255566400 172.4955850500   0.3206332271   0.3594006484   0.3476018202   1.0276356957
  417600000   8.4850853123  49.4192409505   0.0000000000  57.9043262628  46.3869966400 123.9370092900  97.8595777600 268.1835836900   0.3603248960   0.3477013272   0.3151230430   1.0231492662
  417700000  19.7503849527  15.3162842234   0.0000000000  35.0666691760  77.5473972100 133.2454662400   0.2124288100 211.0052922600   0.3350342112   0.3333675919   0.3444473605   1.0128491636
  417800000  63.2760680748   5.2451985480   0.0000000000  68.5212666228 399.6040980100  36.5686278400  39.6421344400 475.8148602900   0.3571154120   0.3617968063   0.3398713549   1.0587835732
  417900000   5.4774662788  33.6218620019   0.0000000000  39.0993282807   0.0106708900 359.3485131201 152.4829825600 511.8421665701   0.3911131310   0.3111826809   0.3031052289   1.0054010408
  418000000  13.4797590756  44.8896964430   0.0000000000  58.3694555186  42.8592808900 400.8204202500  21.2438028100 464.9235039500   0.3139037441   0.3751691958   0.3601364777   1.0492094176
  418100000  37.8963710107   7.9119642096   0.0000000000  45.8083352203 348.5390286400  39.4396560100 252.4253664100 640.4040510600   0.3301825733   0.3642607003   0.3274266870   1.0218699606
  418200000  32.5042993648   5.9908235779   0.0000000000  38.4951229427 309.2146402500  46.9033219600  17.5443699600 373.6623321700   0.3116661417   0.3833958913   0.3399772214   1.0350392544
  418300000   4.6355191298  10.2753882656   0.0000000000  14.9109073954   0.0357588100   0.0334158400  14.4856360000  14.5548106500   0.3586255544   0.3384324622   0.3214601333   1.0185181500
  418400000   7.2244756637  19.3749359153   0.0000000000  26.5994115789  19.7082723600  30.2313028900 188.0326562500 237.9722315000   0.3602752899   0.3101027918   0.3638555860   1.0342336677
  418500000  21.8565476489   5.1550143427   0.0000000000  27.0115619916  11.7951033600  47.8213740900  31.2391566400  90.8556340900   0.3026483705   0.3302078318   0.4046835234   1.0375397258
  418600000   9.2207499197  16.3757218307   0.0000000000  25.5964717504 106.1044204900 230.0196889600   7.0394702400 343.1635796900   0.3267545827   0.3245487186   0.3648122109   1.0161155122
  418700000  24.8108136367   3.9080759674   0.0000000000  28.7188896041 135.1778275600  37.0150560000 334.8241232400 507.0170068000   0.3629944804   0.3451322465   0.3286299119   1.0367566388
  418800000   4.7153245249  49.2971011479   0.0000000000  54.0124256728  45.6638062500 378.5125891600   0.0127012900 424.1890967000   0.2986095449   0.3863695455   0.3413620635   1.0263411539
  418900000  36.8951039683  30.6084812938   0.0000000000  67.5035852621 131.2009884900 166.4177400900  60.8181619600 358.4368905400   0.3886552997   0.3176829395   0.3196861513   1.0260243905
  419000000  27.8888861734   3.6266478140   0.0000000000  31.5155339874 192.9015432100   4.9040102500  15.8905876900 213.6961411500   0.3180978100   0.3863631854   0.3350973332   1.0395583286
  419100000   7.0960438752  15.6688239364   0.0000000000  22.7648678116  33.9108228900  29.7025000000   2.9032752100  66.5165981000   0.3468307068   0.3403955616   0.3529190652   1.0401453335
  419200000  34.6624698153  46.9044221089   0.0000000000  81.5668919242 348.9685524900 560.4587494801 228.3181440400 1137.7454460101   0.3585734720   0.3504779386   0.3427047828   1.0517561934
  419300000   8.0415534220  13.7109935250   0.0000000000  21.7525469470  51.9091430400 117.4730822500  41.0868180100 210.4690433000   0.3526383562   0.3174132254   0.3452551813   1.0153067629
  419400000  17.2431354079  15.2280842899   0.0000000000  32.4712196978  34.6638337600  49.6813522500   1.4035140900  85.7487001000   0.3582892087   0.3025043009   0.3712343330   1.0320278426
  419500000  18.6469446705  20.8789863373   0.0000000000  39.5259310078  21.0589210000   5.6320782400 134.9616592900 161.6526585300   0.3576803338   0.3525212176   0.3259906138   1.0361921652
  419600000  15.5359502938   7.6235036418   0.0000000000  23.1594539356  56.4487752976  11.5015939600  12.4594880400  80.4098572976   0.3858093169   0.3288278725   0.3334282614   1.0480654509
  419700000   7.7801295649  18.8017439535   0.0000000000  26.5818735184 145.4025988900   9.6193022500 399.5641188100 554.5860199500   0.3096452621   0.3714022854   0.3448455807   1.0258931282
  419800000   5.1880191916  21.6563746922   0.0000000000  26.8443938839   5.4936796996  22.0881200400 128.7680257600 156.3498254996   0.3638671695   0.3064664079   0.3721306887   1.0424642660
  419900000  10.6994989324   8.3324089834   0.0000000000  19.0319079157 215.3171782161   3.8235891600  41.4517068900 260.5924742661   0.3586395711   0.3469711990   0.3246389351   1.0302497051
  420000000   9.6092675149   4.9788686985   0.0000000000  14.5881362134  21.9805319556   2.3762222500   3.5577504400  27.9145046456   0.3142864673   0.3612614108   0.3321431933   1.0076910715
  420100000  20.8215706354   5.2784501965   0.0000000000  26.1000208319   7.9689902436  36.2030856100 167.8190702500 211.9911461036   0.3693611009   0.3381741027   0.3256409441   1.0331761477
  420200000   9.5365567459  14.0393601067   0.0000000000  23.5759168526   4.6309748809 106.2074524900  65.3898649600 176.2282923309   0.3958434433   0.3082745278   0.3399200040   1.0440379752
  420300000   3.8893933082  31.0051683852   0.0000000000  34.8945616934   1.7020855296 441.3780810000  17.9233689600 461.0035354896   0.3127206608   0.3501987259   0.3804815214   1.0434009080
  420400000  22.2287603491  17.3598466075   0.0000000000  39.5886069566  28.4938169616 182.7687686400  46.7527737600 258.0153593616   0.3612541220   0.3287212592   0.3397731044   1.0297484856
  420500000   3.9495729837  19.4971008785   0.0000000000  23.4466738622   1.8931008100 335.5454604100   7.6358268900 345.0743881100   0.3261366997   0.3770056983   0.3669411888   1.0700835868
  420600000  20.6510586033   7.2836568816   0.0000000000  27.9347154849 302.8087219600  51.2698960900  37.6959160900 391.7745341400   0.3711950549   0.3222899342   0.3482653280   1.0417503172
  420700000  43.3865352243   8.6566665476   0.0000000000  52.0432017719 291.0231283600   1.2845955600 244.5970881600 536.9048120800   0.3808382113   0.3107030216   0.3345629762   1.0261042091
  420800000  12.5667807373   5.2205267861   0.0000000000  17.7873075234   5.3065729600   1.3204308100  42.5064880900  49.1334918600   0.2895448988   0.3890627847   0.3651575128   1.0437651964
  420900000  37.6042184447   3.9875566472   0.0000000000  41.5917750919 370.8320490000   8.0729856900   1.0316464900 379.9366811800   0.3726075329   0.3239603189   0.3511366647   1.0477045166
  421000000   5.3145826521   7.0176052371   0.0000000000  12.3321878892  20.4964452900  36.2729152900 245.8498561600 302.6192167400   0.2701666829   0.3718926997   0.4060442073   1.0481035899
  421100000  17.5362155045   2.6909161233   0.0000000000  20.2271316278   0.6852528400   1.1772250000  39.2727822400  41.1352600800   0.3808162644   0.3313668101   0.3061071139   1.0182901885
  421200000  27.4858913109  13.3789380527   0.0000000000  40.8648293636 245.1748429636 126.6705230400 127.6628814400 499.5082474436   0.4057372373   0.2706326275   0.3573815881   1.0337514529
  421300000  44.1356300166   4.4500666332   0.0000000000  48.5856966498 100.6285847044  86.5458090000 197.5908148900 384.7652085944   0.3536387221   0.3536685752   0.3320637947   1.0393710919
  421400000  26.0589819194  35.4988613218   0.0000000000  61.5578432412  98.5018535361 312.3278598400  26.4885208900 437.3182342661   0.3231274175   0.3610134537   0.3551466272   1.0392874984
  421500000   5.5619024108  12.2856176971   0.0000000000  17.8475201078  71.8873362496  84.5388302500  22.6280976100 179.0542641096   0.3539414495   0.3420888932   0.3272939733   1.0233243161
  421600000  15.3142863163  15.4438477231   0.0000000000  30.7581340395  25.4807896225  86.5327852900 209.7106563321 321.7242312446   0.3544597854   0.3117383906   0.3554821583   1.0216803343
  421700000  22.1332056549  35.0817493121   0.0000000000  57.2149549670 163.3641859600 307.3990758400   1.0112313600 471.7744931600   0.3206643949   0.3540237547   0.3589274063   1.0336155560
  421800000  28.1187997105  18.9515715993   0.0000000000  47.0703713098  57.8443908025  40.4190777600   0.5835432100  98.8470117725   0.3241037586   0.3456152208   0.3770832806   1.0468022601
  421900000  14.4694218227  17.4447336439   0.0000000000  31.9141554666  69.2323843600 105.0440508100  82.8829980801 257.1594332501   0.3767239592   0.3342339252   0.3487079809   1.0596658653
  422000000  16.1484569095  18.6828127686   0.0000000000  34.8312696781  78.1526721600 270.4577593600   0.4455829504 349.0560144704   0.3057254075   0.3817881111   0.3300158977   1.0175294163
  422100000  73.2172830137   9.1564737655   0.0000000000  82.3737567793 564.5946254400  94.2239076100  81.1240674721 739.9426005221   0.3383905554   0.3730992823   0.3028060695   1.0142959071
  422200000  40.4665805435  64.1564395567   0.0000000000 104.6230201002 333.3034435600 184.2317582400 106.3658070244 623.9010088244   0.3497784505   0.3126500521   0.3518276551   1.0142561577
  422300000  25.0246955704  39.1164833125   0.0000000000  64.1411788829  83.3386410000 586.3081104400  41.1718444078 710.8185958478   0.3271125158   0.3811526697   0.3118697182   1.0201349037
  422400000  20.4401167483 103.5540727284   0.0000000000 123.9941894767 305.2463236900 655.5852993600   0.1544961636 960.9861192136   0.3311633142   0.3744343523   0.3292361753   1.0348338419
  422500000  42.1895144063  14.9736044698   0.0000000000  57.1631188761 188.5513459600 147.6492312100  28.1604280896 364.3610052596   0.3574634156   0.3394946292   0.3443560192   1.0413140639
  422600000   6.2892117632  13.0560291929   0.0000000000  19.3452409561   2.6494072900   3.6233122500   0.1782528400   6.4509723800   0.3427996405   0.3232380445   0.3595849242   1.0256226092
  422700000   6.5537480691   9.3630489251   0.0000000000  15.9167969942  31.8355492900   7.2113731600 177.7259593321 216.7728817821   0.3724260561   0.3661957705   0.2962695415   1.0348913681
  422800000  23.3475835051  36.9676172449   0.0000000000  60.3152007500  38.8640028100 194.3347521600  29.0656843876 262.2644393576   0.3764470702   0.3647935905   0.2703095604   1.0115502211
  422900000   9.0195691123  16.6410563960   0.0000000000  25.6606255083   0.7532504100 113.3969414400   2.7083284900 116.8585203400   0.3231964235   0.3570371743   0.3369519531   1.0171855510
  423000000  15.9306957753  13.6409842635   0.0000000000  29.5716800388   5.3116420900   0.1198544400   0.0451647504   5.4766612804   0.3157214613   0.3601626549   0.3588703113   1.0347544276
  423100000  42.7382795453   7.1699233911   0.0000000000  49.9082029364 400.3480756900  39.9790644100 123.8622088356 564.1893489356   0.3438460159   0.3492164702   0.3408365177   1.0338990037
  423200000  11.9098524572  70.7968498157   0.0000000000  82.7067022728 114.0260908900 571.8650476900   2.5254295056 688.4165680856   0.3661449601   0.3735311412   0.3066689210   1.0463450223
  423300000  25.7562031974  23.9616996365   0.0000000000  49.7179028339 426.7653588900 136.1062889316  16.9283202752 579.7999680968   0.3544515456   0.3880415435   0.2982887135   1.0407818026
  423400000  49.7037745353  13.9732372171   0.0000000000  63.6770117524 302.9166202500  16.0084011025   3.8685382596 322.7935596121   0.3565405631   0.3369868501   0.3310966613   1.0246240745
  423500000  20.4868246315  26.4014044020   0.0000000000  46.8882290335 117.5966736400 104.0118499044  22.3454744100 243.9539979544   0.3643892960   0.3576016259   0.3023752618   1.0243661837
  423600000   4.6169141724  66.8321976564   0.0000000000  71.4491118288   8.0281555600 416.6011648561   7.8596122500 432.4889326661   0.2964879818   0.3473374506   0.3936663726   1.0374918050
  423700000  31.4306187968  39.7602066462   0.0000000000  71.1908254430   0.0202208400 113.5531065769   1.8298243441 115.4031517610   0.3801754400   0.3782160614   0.2717589554   1.0301504568
  423800000  12.1855160839  29.4700208122   0.0000000000  41.6555368961 175.3452672400 298.7055456100  74.3999402916 548.4507531416   0.3613808133   0.3001459388   0.3482090804   1.0097358325
  423900000  15.1091297817   2.1454129053   0.0000000000  17.2545426870  11.3319756900   0.0233570089 205.6499402500 217.0052729489   0.3654508122   0.2859059293   0.3626770858   1.0140338273
  424000000   7.6656122023  78.9003386700   0.0000000000  86.5659508723  46.7035560000 442.6514712327   0.0190164100 489.3740436427   0.3586020907   0.3770870446   0.3046005407   1.0402896760
  424100000   4.7302543294  21.7433267998   0.0000000000  26.4735811292  68.7439974400 222.7018982400 425.5143840000 716.9602796800   0.3589243570   0.3748280816   0.3113711396   1.0451235782
  424200000  21.7069186007  22.4181258906   0.0000000000  44.1250444913  32.4227748100 151.1916160000 100.5327075600 284.1470983700   0.4156423506   0.2934223820   0.3500070636   1.0590717963
  424300000   7.0478893034   6.0095598415   0.0000000000  13.0574491449  34.3114777600   2.4198913600  80.7589795600 117.4903486800   0.3357923020   0.3890964357   0.2953478077   1.0202365454
  424400000  12.2618030509   7.6937181905   0.0000000000  19.9555212413 100.5066400900  48.3770327296 613.2705544900 762.1542273096   0.3316915811   0.3561335168   0.3404836021   1.0283087001
  424500000  16.8061694020   4.7893916801   0.0000000000  21.5955610821  33.1534124100  12.8468506432   0.1005524100  46.1008154632   0.3660472340   0.2976330122   0.3496983258   1.0133785720
  424600000  13.1416150092  39.1946703008   0.0000000000  52.3362853100  18.7636248900 185.9874067984   8.5480216900 213.2990533784   0.3798847571   0.3236765039   0.3061914831   1.0097527441
  424700000  14.0441629907  26.7320179447   0.0000000000  40.7761809354 353.4550401600 224.0245595025  33.8188771600 611.2984768225   0.3310189402   0.3795053268   0.3155327669   1.0260570339
  424800000  28.5806558990  11.4133702593   0.0000000000  39.9940261583 142.7523144100 110.6746080400 321.0009722500 574.4278947000   0.3610279502   0.3273497960   0.3350140371   1.0233917832
  424900000  32.0055319709  24.5767968212   0.0000000000  56.5823287921 293.1937044100  40.0344721984  76.7726440000 410.0008206084   0.3488235595   0.3531655604   0.3293785099   1.0313676298
