# Time-averaged data for fix at1
# TimeStep c_cm[3] c_pfall
103480000 20.2236 0.0019467
103490000 16.1972 0
103500000 11.6804 -0.533587
103510000 12.9228 -0.598303
103520000 11.0731 -0.216458
103530000 8.6041 -0.320583
103540000 7.07091 -0.408583
103550000 7.26342 -0.424674
103560000 4.44022 -2.89933
103570000 3.14028 -3.40654
103580000 3.09445 -4.04108
103590000 3.56705 -3.46473
103600000 3.57441 -3.81702
103610000 4.52431 -2.50578
103620000 3.85453 -2.30646
103630000 3.87992 -2.00709
103640000 4.73949 -1.13914
103650000 6.98354 -0.622289
103660000 6.46403 -0.664804
103670000 3.94969 -2.10982
103680000 4.35425 -2.12364
103690000 8.47862 -0.082621
103700000 11.828 0
103710000 8.82992 -0.149136
103720000 6.18139 -0.633525
103730000 4.6218 -1.41981
103740000 5.93834 -0.966822
103750000 5.81954 -1.46163
103760000 6.30126 -0.679087
103770000 8.35676 -0.503535
103780000 9.21737 -0.797828
103790000 9.99392 -0.58403
103800000 12.8303 -0.130724
103810000 11.5858 -0.150293
103820000 11.9552 -0.508184
103830000 9.67684 -1.17323
103840000 4.64536 -2.46203
103850000 6.49082 -0.969223
103860000 10.0112 -0.271322
103870000 10.9431 -0.0200336
103880000 9.12591 -1.22502
103890000 11.7992 -0.756847
103900000 11.2082 -0.434764
103910000 11.2809 -0.0372739
103920000 10.5661 0
103930000 10.1801 -0.0237926
103940000 11.8685 -0.0201663
103950000 15.3291 0
103960000 16.6258 0
103970000 18.1611 0
103980000 19.8681 0.00538338
103990000 21.9944 0.0879454
104000000 22.9395 0.026675
104010000 22.8215 0.0763696
104020000 20.3524 0.0107406
104030000 16.8672 -0.0474979
104040000 16.8019 0.0162257
104050000 15.5732 -0.0140663
104060000 14.8984 -0.130583
104070000 15.2421 -0.296353
104080000 12.1832 -0.136715
104090000 12.1126 -1.11756
104100000 10.0501 -0.645181
104110000 8.1158 -0.504495
104120000 8.68728 -0.719375
104130000 10.3358 -0.000271931
104140000 10.4693 0
104150000 9.21337 -0.418417
104160000 5.99513 -0.708867
104170000 5.6008 -2.19095
104180000 6.85878 -0.930318
104190000 8.59704 -0.391178
104200000 12.5192 0
104210000 11.237 -0.325875
104220000 14.4835 -0.084811
104230000 18.5296 0.0078526
104240000 22.6594 0.0186584
104250000 22.7986 0.0019337
104260000 24.71 0.01951
104270000 25.7902 0.0772495
104280000 24.5137 0.0533961
104290000 24.4722 0.0713226
104300000 24.2481 0.0390457
104310000 23.8497 0.0560758
104320000 25.559 0.121126
104330000 24.4127 0.0643716
104340000 22.1845 0
104350000 24.0278 0.0722885
104360000 23.4779 0.035956
104370000 23.3763 0.0531002
104380000 22.3875 0.042451
104390000 21.4396 0.00165194
104400000 19.1731 0.0187964
104410000 19.5434 0.00499843
104420000 18.0369 0
104430000 15.6702 0
104440000 15.8232 0
104450000 15.5816 -0.024216
104460000 15.0974 0.000314858
104470000 13.8078 0
104480000 13.1341 -0.0569121
104490000 11.2397 -0.0477708
104500000 10.2907 0
104510000 7.10327 -0.489027
104520000 2.9556 -4.78125
104530000 3.33373 -2.89569
104540000 3.33826 -3.60571
104550000 5.13162 -1.0884
104560000 4.45573 -2.03467
104570000 5.61633 -2.22822
104580000 7.41399 -1.21435
104590000 7.12958 -1.14449
104600000 4.5441 -3.00857
104610000 3.90205 -2.73359
104620000 4.54398 -1.95013
104630000 4.12903 -3.246
104640000 3.75731 -3.36958
104650000 3.02349 -3.38539
104660000 2.40794 -4.54541
104670000 2.00459 -4.90802
104680000 1.02342 -6.35893
104690000 1.81302 -5.45147
104700000 3.68153 -3.55282
104710000 3.83578 -2.76841
104720000 6.29844 -1.06541
104730000 5.76895 -0.843411
104740000 7.35045 -0.757085
104750000 8.70884 -0.34793
104760000 8.74735 -1.03079
104770000 9.32564 -0.916033
104780000 7.68882 -0.109788
104790000 5.98863 -0.940976
104800000 4.71319 -1.69562
104810000 2.97635 -4.33809
104820000 1.98656 -5.45044
104830000 3.07197 -3.25426
104840000 4.7043 -1.85373
104850000 4.71589 -2.14576
104860000 7.02004 -0.94436
104870000 6.06468 -1.82096
104880000 6.30083 -0.651087
104890000 7.52722 -0.643778
104900000 6.11263 -1.15853
104910000 5.87666 -1.18688
104920000 9.19022 -0.0492478
104930000 8.88374 -0.327187
104940000 9.95277 -0.000462302
104950000 9.52832 0
104960000 11.253 0
104970000 10.8688 -0.155177
104980000 14.111 0
104990000 15.0562 -0.0234094
105000000 15.7748 0.00481453
105010000 20.7193 0
105020000 23.2632 0.0364135
105030000 22.5127 0.048199
105040000 20.6714 0.00025714
105050000 21.4299 0.0199222
105060000 23.7625 0.0526808
105070000 25.3562 0.111939
105080000 25.1926 0.033139
105090000 23.0151 0.00809017
105100000 21.826 0.103767
105110000 19.8135 0.017013
105120000 25.076 0.109402
105130000 25.3886 0.0696168
105140000 21.4788 0.00728379
105150000 18.7055 0.0109879
105160000 18.4717 0
105170000 18.8257 0.0101779
105180000 23.4317 0.0394961
105190000 24.0486 0.0185417
105200000 24.3514 0.0451782
105210000 23.8473 0.0323288
105220000 24.2835 0.0297946
105230000 25.3868 0.0260788
105240000 26.2549 0.0908222
105250000 26.1911 0.205349
105260000 23.5123 0.0427157
105270000 22.6857 0.0169953
105280000 22.0199 0.0381265
105290000 23.7512 0.0410791
105300000 23.6944 0.00817931
105310000 24.2222 0.0530431
105320000 21.623 0.0126958
105330000 19.5252 0
105340000 15.2197 0
105350000 14.3161 0
105360000 14.51 -0.000115262
105370000 13.6987 -0.00631315
105380000 14.3168 -0.105523
105390000 18.8171 6.49017e-06
105400000 20.8642 0.0290781
105410000 19.1174 0.0248804
105420000 15.3174 0
105430000 17.8451 0.0118991
105440000 16.8302 0.033041
105450000 15.677 -0.00286091
105460000 13.3401 -0.0234767
105470000 12.7764 0
105480000 13.1062 0
105490000 13.2178 0
105500000 13.1438 -0.020051
105510000 13.9611 -0.000608242
105520000 15.6897 0
105530000 9.63997 -0.83967
105540000 12.3033 -0.263129
105550000 13.4527 -0.229355
105560000 11.1451 -0.267691
105570000 8.36658 -0.987657
105580000 5.17484 -1.73523
105590000 5.7275 -1.07927
105600000 7.64198 -0.776719
105610000 6.72763 -1.6059
105620000 8.76597 -0.55787
105630000 7.69594 -0.654607
105640000 9.30902 -0.318491
105650000 10.797 -0.385898
105660000 13.2539 -0.000537779
105670000 17.144 0
105680000 16.1963 0
105690000 15.7885 0
105700000 12.6981 0
105710000 10.362 -0.000298143
105720000 12.0134 0
105730000 10.5367 -0.16098
105740000 8.63158 -0.397328
105750000 7.98095 -0.812791
105760000 6.14829 -0.919978
105770000 7.35378 -0.113287
105780000 9.29382 -0.0358043
105790000 13.2083 0
105800000 12.0887 -0.00314856
105810000 10.6066 -2.18033e-05
105820000 11.4237 -0.699428
105830000 16.2701 0
105840000 18.6536 0.0381923
105850000 17.3529 0
105860000 17.8382 0.000500276
105870000 24.1522 0.0374103
105880000 25.0357 0.0789694
105890000 20.3221 0.00709011
105900000 20.0591 0.0405196
105910000 18.7669 0.00674349
105920000 15.1332 -0.0405629
105930000 15.9677 -0.0596924
105940000 19.9872 0.000287859
105950000 18.5236 0
105960000 18.3524 0.00827576
105970000 17.0837 0.0115499
105980000 16.7981 0
105990000 21.2029 0.021208
106000000 19.1862 0.00879584
106010000 19.0058 0.00324551
106020000 19.9613 0.00133092
106030000 23.216 0.0427853
106040000 22.2081 0.0184221
106050000 21.4336 0.0633454
106060000 19.1142 0.027212
106070000 21.0685 0.019153
106080000 23.905 0.0732632
106090000 23.1325 0.0320643
106100000 23.4759 0.0356983
106110000 23.4474 0.0137452
106120000 24.1507 0.0345216
106130000 24.1828 0.0750682
106140000 19.7331 0.0385689
106150000 20.9064 0.0217515
106160000 18.6321 0
106170000 19.9409 0
106180000 20.0278 0.00775973
106190000 21.7947 0.0224029
106200000 19.3524 0
106210000 18.1004 0
106220000 19.6791 0
106230000 22.4309 0.0214747
106240000 19.9429 0.00595881
106250000 18.7791 0
106260000 21.3979 0.0243916
106270000 23.6062 0.0469173
106280000 24.8109 0.0427617
106290000 23.7284 0.0447765
106300000 24.0334 0.0317997
106310000 25.1451 0.0782143
106320000 25.3839 0.0704898
106330000 23.5959 0.0507218
106340000 20.5981 0.00405672
106350000 21.5511 0.000762504
106360000 24.8267 0.0271735
106370000 20.9469 0
106380000 24.7075 0.0567651
106390000 25.9483 0.0624365
106400000 25.1711 0.0451361
106410000 23.0394 0.0567961
106420000 24.6887 0.118706
106430000 22.5577 0.039971
106440000 22.1413 0.00607092
106450000 20.5606 0.00277893
106460000 18.7698 0
106470000 14.3919 0
106480000 14.0051 0
106490000 15.8513 -0.000314302
106500000 15.1072 0
106510000 16.6451 0
106520000 17.6659 0.00314097
106530000 16.2457 -0.0266547
106540000 16.7157 0
106550000 15.5713 0
106560000 15.0197 0.00740072
106570000 16.315 -0.0507726
106580000 15.9289 -7.83662e-05
106590000 22.0878 0.00789993
106600000 20.802 0.0195061
106610000 22.8276 0.01086
106620000 24.7203 0.0244628
106630000 24.4953 0.0704766
106640000 24.7002 0.0241589
106650000 26.4723 0.166859
106660000 25.9295 0.137161
106670000 25.6633 0.056899
106680000 26.5075 0.182648
106690000 25.7724 0.0717402
106700000 23.2856 0.0809198
106710000 21.4773 0.0297491
106720000 22.6239 0.0381979
106730000 19.1969 0.0393892
106740000 21.0435 0.0198511
106750000 20.0977 0.0290955
106760000 17.6031 0
106770000 15.7873 0
106780000 16.6025 0
106790000 12.4873 -0.00598951
106800000 10.6331 -0.159442
106810000 10.8059 -0.0262648
106820000 9.16036 -0.0621425
106830000 5.75071 -1.47019
106840000 6.95519 -1.37219
106850000 3.86959 -2.49141
106860000 5.28363 -1.55224
106870000 4.61203 -2.63804
106880000 2.67093 -4.39278
106890000 0.757684 -6.59021
106900000 1.69639 -5.79161
106910000 1.76023 -5.76312
106920000 1.02824 -5.62924
106930000 0.786462 -5.26377
106940000 1.26405 -5.99163
106950000 -0.146664 -6.80412
106960000 0.400681 -7.33121
106970000 2.68404 -4.45889
106980000 3.62711 -2.9312
106990000 3.01723 -4.02833
107000000 4.43733 -2.10795
107010000 4.72766 -2.08272
107020000 4.64905 -2.21497
107030000 4.70752 -2.49442
107040000 2.76071 -4.84857
107050000 5.02809 -1.29439
107060000 8.35322 -0.274016
107070000 10.8819 -0.000521196
107080000 13.5907 0
107090000 11.9657 -0.00057838
107100000 15.4449 0
107110000 19.3075 0.00545088
107120000 21.8263 0.00426567
107130000 25.3864 0.182515
107140000 24.9092 0.0939792
107150000 21.7753 0.0287478
107160000 18.6445 0.0186295
107170000 21.6605 0.0477782
107180000 23.2989 0.0184823
107190000 18.4444 0.0254616
107200000 17.0269 -0.0972656
107210000 20.0205 0.00826949
107220000 17.4517 0.0220706
107230000 15.7657 0
107240000 14.3154 0
107250000 10.485 -0.0085025
107260000 9.10396 -0.357055
107270000 8.27358 -0.314211
107280000 12.3677 -0.256701
107290000 10.5431 -0.367323
107300000 11.9017 -0.00450541
107310000 10.4627 -0.10974
107320000 10.4632 -9.13988e-06
107330000 13.2351 0
107340000 17.4207 0
107350000 16.754 0.00147243
107360000 15.9465 0
107370000 13.2494 0
107380000 11.6207 0
107390000 11.7508 0
107400000 14.4879 0
107410000 16.9 0
107420000 14.2718 0
107430000 15.0332 0
107440000 14.1952 0
107450000 11.7606 -0.125013
107460000 6.55441 -1.40924
107470000 5.61553 -1.71683
107480000 3.06404 -3.69407
107490000 1.93891 -6.00414
107500000 2.21555 -4.89441
107510000 4.61978 -2.28186
107520000 7.44452 -0.355926
107530000 6.0172 -0.8589
107540000 3.74135 -2.44528
107550000 4.87981 -1.91557
107560000 2.68806 -4.27945
107570000 1.96595 -5.347
107580000 2.48897 -4.19133
107590000 3.44372 -2.67483
107600000 4.68148 -1.38493
107610000 7.53508 -1.13615
107620000 10.0647 -0.575641
107630000 8.72922 -1.10745
107640000 8.43327 -0.696962
107650000 10.3635 -0.609474
107660000 10.8251 -0.0415488
107670000 9.01054 -0.638797
107680000 6.92126 -0.477395
107690000 10.5635 -0.0314458
107700000 12.9481 0
107710000 14.1024 0
107720000 15.5572 0
107730000 17.457 0
107740000 17.3706 0
107750000 17.9504 0.012132
107760000 17.1849 0
107770000 16.3473 -0.0059835
107780000 12.5615 -0.0389424
107790000 10.7609 -0.00244103
107800000 10.3371 -0.43918
107810000 14.2405 0
107820000 14.8894 0
107830000 18.1629 0
107840000 22.3135 0.0272538
107850000 23.2615 0.084686
107860000 23.2717 0.0731862
107870000 23.0761 0.0132012
107880000 24.4674 0.126061
107890000 20.5631 0.000303081
107900000 17.4195 0
107910000 19.598 0
107920000 22.6007 0.047319
107930000 22.3602 0.0673196
107940000 26.1963 0.108514
107950000 26.2997 0.114254
107960000 23.456 0.034079
107970000 23.2192 0.00472269
107980000 23.9666 0.0572198
107990000 25.8455 0.100939
108000000 25.9845 0.187088
108010000 23.0705 0.0767127
108020000 19.5552 0
108030000 20.8178 0.00873177
108040000 18.7084 0.000251605
108050000 13.0744 0
108060000 11.2863 -0.0213213
108070000 11.1774 -0.00656308
108080000 12.9098 0
108090000 13.0312 -0.142836
108100000 11.5571 -0.613254
108110000 12.7032 0
108120000 14.5786 -0.000180559
108130000 13.833 0
108140000 15.9067 0
108150000 21.8134 0.00878953
108160000 22.1068 0.0169351
108170000 23.5784 0.024732
108180000 24.0612 0.0241637
108190000 25.3345 0.0787775
108200000 25.9288 0.12662
108210000 25.6174 0.0722443
108220000 25.716 0.175456
108230000 25.1062 0.094529
108240000 26.2251 0.0699127
108250000 25.7667 0.103749
108260000 25.2946 0.0897237
108270000 24.6267 0.0310287
108280000 23.9637 0.0938106
108290000 24.6219 0.14124
108300000 18.3323 0
108310000 22.4517 0.0228143
108320000 20.526 0.0271431
108330000 18.7905 0
108340000 15.5276 -0.000214096
108350000 13.0648 -0.0400407
108360000 14.1516 0
108370000 12.7452 0
108380000 11.2928 -0.220391
108390000 13.354 -0.000686148
108400000 18.3763 0.0215248
108410000 19.0324 0.0284689
108420000 19.6232 0.0175946
108430000 17.7778 0.0216327
108440000 15.5513 0
108450000 14.1321 0
108460000 16.8628 0.00158895
108470000 19.8733 0.000542625
108480000 19.0065 0
108490000 17.3623 0.000552983
108500000 18.1868 0
108510000 18.1699 0
108520000 18.4237 0
108530000 18.7656 0
108540000 20.1814 0
108550000 21.2341 0.0428145
108560000 23.7504 0.0273903
108570000 24.6935 0.0859148
108580000 24.139 0.0973453
108590000 25.0853 0.0808449
108600000 25.8401 0.179338
108610000 23.6405 0.0228377
108620000 23.9529 0.00938595
108630000 26.1814 0.204143
108640000 25.7796 0.0921831
108650000 26.1245 0.150858
108660000 26.4029 0.139106
108670000 24.0381 0.0592069
108680000 25.1073 0.103791
108690000 25.272 0.127293
108700000 24.8669 0.0449938
108710000 23.8516 0.0191931
108720000 25.1004 0.136726
108730000 25.7539 0.178815
108740000 21.411 0.015129
108750000 19.8825 0.0123811
108760000 16.9478 0
108770000 14.2448 0
108780000 8.9741 -0.822699
108790000 6.09654 -1.23947
108800000 5.8163 -1.13112
108810000 5.0914 -2.02997
108820000 4.59916 -1.68346
108830000 3.16071 -3.71267
108840000 4.99688 -0.878783
108850000 5.71831 -1.34107
108860000 3.89408 -2.94559
108870000 4.15221 -2.56282
108880000 4.52779 -2.60241
108890000 4.12248 -1.99424
108900000 3.16844 -3.18856
108910000 3.54394 -3.03419
108920000 1.91633 -4.93035
108930000 0.0282946 -6.88082
108940000 1.50421 -6.08987
108950000 1.40391 -5.1353
108960000 0.87285 -5.07517
108970000 -2.1912 -7.61365
108980000 -0.485549 -6.50584
108990000 1.57296 -5.12056
109000000 1.81786 -5.1222
109010000 2.43299 -4.36722
109020000 1.49184 -5.40472
109030000 -0.159837 -7.612
109040000 -2.55154 -8.02057
109050000 1.32975 -5.18153
109060000 2.75769 -4.25188
109070000 2.96408 -4.13094
109080000 3.85026 -2.70874
109090000 7.59784 -0.345253
109100000 7.81401 -0.254438
109110000 5.21904 -1.54153
109120000 4.297 -2.59761
109130000 3.64244 -3.0271
109140000 4.38312 -1.92005
109150000 6.67298 -0.22356
109160000 5.75403 -0.990414
109170000 4.43761 -2.01514
109180000 4.25109 -2.65228
109190000 4.29295 -2.15155
109200000 3.75357 -2.63598
109210000 5.78883 -1.24887
109220000 6.30951 -1.51412
109230000 7.84479 -0.839858
109240000 5.71823 -1.34914
109250000 3.78821 -2.77324
109260000 3.14836 -4.65106
109270000 6.87662 -1.24269
109280000 8.01645 -0.577375
109290000 8.33497 -0.611531
109300000 12.8607 0
109310000 17.0384 0
109320000 16.5349 -0.000158116
109330000 17.4665 0
109340000 19.9933 0
109350000 21.2122 0
109360000 22.6317 0.025
109370000 20.5787 0.0199567
109380000 21.9963 0.0323056
109390000 24.2134 0.0991604
109400000 22.8545 0.010952
109410000 21.7809 0.000812009
109420000 19.3669 0
109430000 21.6008 0.00887526
109440000 20.7863 0.00349771
109450000 19.1726 0
109460000 19.4603 0
109470000 19.4267 0.0163089
109480000 16.0294 0
109490000 16.8381 0
109500000 16.3557 0
109510000 16.3826 0
109520000 18.2334 0
109530000 16.5528 0
109540000 15.7551 0
109550000 9.82462 -0.351601
109560000 7.62222 -1.31466
109570000 8.03508 -0.91806
109580000 8.69087 -0.436803
109590000 10.9135 -3.38099e-05
109600000 10.1165 -0.0022777
109610000 10.7239 -0.598329
109620000 10.2038 -0.136079
109630000 12.2032 0
109640000 12.8084 -3.50719e-05
109650000 11.5207 0
109660000 10.3061 -1.19911
109670000 11.0212 -1.31958
109680000 13.1518 -0.657741
109690000 15.2021 0
109700000 11.1526 0
109710000 9.68773 -0.0865414
109720000 7.65685 -0.971395
109730000 5.87831 -0.974892
109740000 4.27504 -2.39093
109750000 6.10338 -0.611794
109760000 8.58229 -0.0822026
109770000 6.07272 -1.59835
109780000 7.86169 -0.559509
109790000 5.05884 -2.21776
109800000 7.22683 -0.785031
109810000 6.78552 -1.30827
109820000 5.19975 -3.8919
109830000 2.34871 -4.50875
109840000 0.0918864 -5.23043
109850000 -1.93707 -7.0728
109860000 0.351648 -5.16188
109870000 -1.11874 -6.37456
109880000 -3.84933 -8.85593
109890000 0.0758271 -5.76786
109900000 -0.666956 -7.43085
109910000 -4.84087 -9.92921
109920000 -5.4282 -9.83547
109930000 -2.27536 -8.47382
109940000 1.28027 -5.77693
109950000 0.116054 -5.46959
109960000 -0.6096 -6.74115
109970000 1.12429 -5.56684
109980000 -0.32368 -6.29494
109990000 -1.66651 -6.72218
110000000 -0.779483 -6.54326
110010000 2.11186 -4.25752
110020000 1.94854 -5.41525
110030000 1.78732 -5.76709
110040000 2.24841 -4.9123
110050000 3.46193 -3.21309
110060000 5.62478 -1.20876
110070000 5.49168 -1.41022
110080000 7.13967 -0.59432
110090000 9.57397 -0.27668
110100000 12.2332 -0.550312
110110000 16.2541 -0.107471
110120000 19.9373 0.0294994
110130000 21.278 0.0148731
110140000 22.7876 0.0628566
110150000 24.961 0.0735541
110160000 26.3532 0.169766
110170000 25.9056 0.180609
110180000 26.0406 0.115295
110190000 26.1132 0.137212
110200000 25.8666 0.123426
110210000 23.5712 0.0399229
110220000 24.2804 0.0642503
110230000 21.417 0.0207583
110240000 21.4158 0.000724456
110250000 25.1564 0.178236
110260000 24.7768 0.0157551
110270000 23.3324 0.0459988
110280000 21.9586 0.00990807
110290000 20.1571 0.0391617
110300000 20.4236 0.00385965
110310000 25.3634 0.195025
110320000 26.4601 0.183369
110330000 23.6906 0.0314635
110340000 21.9035 0.00486908
110350000 22.57 0.0585204
110360000 26.6262 0.20672
110370000 24.7466 0.0749928
110380000 23.8235 0.0408794
110390000 20.3912 0.00153058
110400000 18.7672 0.0103471
110410000 19.2493 1.42141e-05
110420000 18.8388 0
110430000 20.3069 0.00147936
110440000 19.5859 0.00313535
110450000 22.0371 0.0384811
110460000 23.1197 0.0175567
110470000 22.6024 0.00998747
110480000 23.7752 0.0666131
110490000 25.4627 0.123399
110500000 26.4548 0.176523
110510000 25.0119 0.101403
110520000 24.4081 0.0542933
110530000 25.406 0.0750121
110540000 26.6449 0.144386
110550000 26.4514 0.139316
110560000 27.0856 0.399967
110570000 26.7441 0.174342
110580000 25.9999 0.168878
110590000 25.0143 0.0811945
110600000 24.3024 0.100722
110610000 25.9831 0.226619
110620000 25.2818 0.0922888
110630000 21.5018 0.00522219
110640000 16.0408 -0.000526205
110650000 10.8309 -0.0178809
110660000 11.7831 -0.160155
110670000 13.0961 0
110680000 11.9555 -0.102652
110690000 6.78605 -0.915825
110700000 5.7882 -1.514
110710000 5.567 -1.29898
110720000 5.35057 -0.918134
110730000 7.54126 -0.298487
110740000 7.40238 -0.497711
110750000 7.8465 -0.843592
110760000 8.50074 -0.0663133
110770000 8.68953 -0.00680131
110780000 12.0468 -0.0315388
110790000 9.64776 -0.0294424
110800000 10.8488 -0.146495
110810000 8.03257 -0.895752
