# Time-averaged data for fix at1
# TimeStep c_cm[3] c_pfall
288770000 -26.2901 -3.39913
288780000 -23.8453 -2.50594
288790000 -22.6302 -2.45082
288800000 -17.3204 -2.15542
288810000 -18.7135 -2.27307
288820000 -5.50448 -2.03404
288830000 -1.50573 -2.0292
288840000 -15.608 -2.25934
288850000 -16.1991 -1.99563
288860000 -20.784 -2.35206
288870000 -21.7402 -2.22095
288880000 -20.6737 -2.15522
288890000 -19.9506 -2.17418
288900000 -17.3914 -2.4258
288910000 -22.0992 -2.36484
288920000 -25.7138 -2.92195
288930000 -23.2582 -2.31381
288940000 -25.0614 -2.60508
288950000 -20.943 -2.29063
288960000 -7.9334 -2.41676
288970000 -9.78884 -2.091
288980000 -5.64102 -2.2997
288990000 -5.28987 -2.61072
289000000 -11.7669 -2.50611
289010000 -21.4134 -2.45474
289020000 -23.6047 -2.61449
289030000 -22.9047 -2.10596
289040000 -19.0023 -2.00516
289050000 -16.5072 -2.19609
289060000 -21.106 -2.31428
289070000 -19.9422 -2.32577
289080000 -23.9384 -2.61213
289090000 -19.4257 -2.38169
289100000 -12.6455 -2.24852
289110000 -11.0967 -2.07036
289120000 -17.4866 -2.23875
289130000 -13.7873 -2.19538
289140000 -18.1038 -2.1216
289150000 -19.5797 -2.11789
289160000 -25.0173 -3.08846
289170000 -21.9858 -2.19193
289180000 -14.0274 -1.98623
289190000 -17.3625 -2.17765
289200000 -17.939 -2.12421
289210000 -25.8765 -2.94417
289220000 -24.7685 -2.53388
289230000 -23.7055 -2.31881
289240000 -21.6792 -2.11112
289250000 -13.9122 -2.30267
289260000 -20.8374 -2.35574
289270000 -23.5964 -2.53262
289280000 -27.8872 -4.47374
289290000 -27.0208 -3.62632
289300000 -20.0664 -2.24813
289310000 -22.4352 -2.30527
289320000 -22.4507 -2.09204
289330000 -21.0274 -2.12444
289340000 -19.3983 -2.33483
289350000 -12.1709 -2.01441
289360000 -22.8923 -2.57423
289370000 -26.4888 -3.07938
289380000 -26.5871 -3.03915
289390000 -20.3927 -2.24211
289400000 -18.9657 -2.35496
289410000 -19.9375 -2.40925
289420000 -22.9324 -2.51685
289430000 -22.7559 -2.50082
289440000 -23.2893 -2.71127
289450000 -26.7526 -3.63564
289460000 -26.5468 -2.75614
289470000 -25.7067 -2.84375
289480000 -28.048 -4.45427
289490000 -29.0063 -4.89115
289500000 -26.593 -3.77223
289510000 -20.9882 -2.20835
289520000 -17.2061 -2.13954
289530000 -20.646 -2.25354
289540000 -23.8229 -2.12649
289550000 -23.8279 -2.32097
289560000 -24.0333 -2.34216
289570000 -18.8474 -2.31817
289580000 -17.7271 -2.17734
289590000 -9.50923 -2.0853
289600000 -15.3472 -2.32763
289610000 -17.4348 -1.99791
289620000 -25.6356 -3.24558
289630000 -28.9402 -4.68799
289640000 -23.5961 -3.34337
289650000 -15.4708 -2.24013
289660000 -22.1103 -2.44763
289670000 -15.2998 -2.149
289680000 -7.59757 -2.33652
289690000 -3.50102 -2.47527
289700000 -8.30563 -2.26687
289710000 -14.8167 -2.02011
289720000 -12.5319 -1.95904
289730000 -7.73077 -2.47262
289740000 -5.56686 -2.17291
289750000 -7.07362 -2.38688
289760000 -10.2443 -2.30753
289770000 -15.9145 -2.22839
289780000 -20.5396 -2.23907
289790000 -26.625 -3.73468
289800000 -24.7554 -3.02202
289810000 -26.0808 -3.27811
289820000 -19.4424 -2.21103
289830000 -24.6079 -2.82204
289840000 -10.1061 -2.38845
289850000 -15.0656 -2.01188
289860000 -18.5737 -2.19402
289870000 -23.4285 -2.37929
289880000 -17.9871 -2.25665
289890000 -17.2563 -2.06291
289900000 -21.7159 -2.32843
289910000 -22.6809 -2.48783
289920000 -23.7221 -2.44612
289930000 -24.5774 -2.38494
289940000 -26.2747 -2.75109
289950000 -27.6424 -4.19794
289960000 -27.1506 -3.74901
289970000 -22.4258 -2.26904
289980000 -27.3977 -4.49215
289990000 -28.6343 -4.94947
290000000 -28.9153 -5.03295
290010000 -27.6398 -4.07599
290020000 -28.935 -5.27472
290030000 -28.597 -4.61143
290040000 -23.9452 -2.60722
290050000 -24.2837 -2.4483
290060000 -15.9548 -2.24579
290070000 -17.7267 -2.05457
290080000 -15.2446 -2.27579
290090000 -15.3585 -2.51887
290100000 -13.471 -2.265
290110000 -17.0488 -2.30974
290120000 -18.4018 -2.18043
290130000 -12.7845 -2.14228
290140000 -17.1773 -2.26026
290150000 -20.256 -2.30721
290160000 -11.5646 -2.33128
290170000 -8.72698 -2.14575
290180000 -15.9275 -2.42283
290190000 -22.5698 -2.3965
290200000 -22.1267 -2.38483
290210000 -14.6126 -2.18433
290220000 -23.3975 -2.40247
290230000 -13.5994 -2.01821
290240000 -12.7326 -2.20526
290250000 -10.0461 -2.07187
290260000 -10.5388 -2.03738
290270000 -6.68025 -2.16689
290280000 -6.13397 -2.08324
290290000 -12.2873 -2.66633
290300000 -17.0155 -2.05836
290310000 -15.1721 -2.1601
290320000 -11.9939 -2.14175
290330000 -13.9618 -1.99545
290340000 -6.51299 -2.63733
290350000 -7.41877 -2.60416
290360000 -14.5083 -2.44277
290370000 -14.4251 -2.16499
290380000 -12.3627 -2.39664
290390000 -6.65932 -2.50041
290400000 -14.9966 -2.5865
290410000 -24.3653 -3.03363
290420000 -24.5061 -2.45996
290430000 -28.3525 -5.31429
290440000 -29.0091 -5.34244
290450000 -24.8112 -2.99202
290460000 -12.2966 -2.08452
290470000 -7.86652 -1.94975
290480000 -5.78005 -2.19562
290490000 -17.0886 -2.02188
290500000 -22.7349 -2.28484
290510000 -23.5278 -3.11651
290520000 -27.3483 -3.84936
290530000 -27.0866 -4.02199
290540000 -25.1839 -2.44962
290550000 -24.6835 -2.37376
290560000 -24.9695 -2.65648
290570000 -22.174 -2.58559
290580000 -22.5199 -2.35508
290590000 -27.1554 -3.78926
290600000 -27.2336 -3.65966
290610000 -22.576 -2.31612
290620000 -18.3595 -2.38177
290630000 -14.7526 -2.07873
290640000 -23.5207 -3.01077
290650000 -23.9431 -2.80907
290660000 -14.2524 -2.22474
290670000 -7.79117 -2.37056
290680000 -3.92704 -2.09254
290690000 -6.67971 -2.32529
290700000 -7.0143 -2.35845
290710000 -5.75765 -2.61824
290720000 -9.43974 -2.44165
290730000 -16.5965 -2.00474
290740000 -18.0334 -2.13081
290750000 -13.0535 -2.25411
290760000 -12.3193 -2.36663
290770000 -15.93 -2.17368
290780000 -20.1674 -2.16215
290790000 -19.9534 -1.92056
290800000 -9.69665 -2.08199
290810000 -12.4181 -2.28793
290820000 -10.8378 -2.17466
290830000 -14.0301 -2.36932
290840000 -15.3798 -2.34089
290850000 -18.8271 -2.39587
290860000 -11.5185 -2.3809
290870000 -4.15888 -2.10626
290880000 -8.89704 -2.14216
290890000 -6.88633 -2.53638
290900000 -9.21325 -2.42496
290910000 -21.3368 -2.19982
290920000 -16.7502 -2.35664
290930000 -9.4307 -2.32526
290940000 -7.15554 -2.25305
290950000 -10.7707 -2.27053
290960000 -16.9411 -2.34105
290970000 -16.7792 -2.26308
290980000 -15.181 -2.51997
290990000 -12.1344 -2.16236
291000000 -14.4501 -2.23822
291010000 -9.25759 -2.5686
291020000 -5.59651 -2.37663
291030000 -3.39384 -2.14572
291040000 -1.65484 -1.87601
291050000 -1.89561 -2.11633
291060000 -4.19375 -2.35135
291070000 -12.0821 -2.37753
291080000 -15.0262 -2.14907
291090000 -12.4806 -2.11289
291100000 -8.96856 -2.38547
291110000 -4.34331 -2.45205
291120000 -1.11445 -1.85819
291130000 0.457658 -1.63352
291140000 -7.35081 -2.31902
291150000 -7.53443 -2.34352
291160000 -7.30641 -2.2991
291170000 -6.25784 -2.54188
291180000 -6.40169 -2.36858
291190000 -3.93632 -2.48551
291200000 -3.17337 -2.41323
291210000 -9.65036 -2.60501
291220000 -12.4313 -2.15676
291230000 -12.0976 -2.43941
291240000 -5.94482 -2.37311
291250000 -7.11571 -2.26488
291260000 -3.44081 -2.41295
291270000 -1.55869 -2.07569
291280000 -6.99962 -2.20837
291290000 -8.47407 -2.30926
291300000 -6.39744 -2.3973
291310000 -11.079 -2.25353
291320000 -4.35738 -2.59603
291330000 -4.90324 -2.39913
291340000 -4.61879 -2.45304
291350000 -0.786735 -2.02331
291360000 -0.00919167 -1.63126
291370000 -0.797696 -1.86276
291380000 -0.899235 -2.15536
291390000 -4.47867 -2.19129
291400000 0.35821 -1.48239
291410000 -4.63901 -2.68638
291420000 -1.90502 -2.12608
291430000 -3.49585 -2.94131
291440000 -1.22784 -1.81334
291450000 2.09632 -1.03479
291460000 3.1034 -0.952283
291470000 6.34763 -0.0128485
291480000 1.16687 -1.38069
291490000 0.664557 -1.64684
291500000 0.217189 -1.50086
291510000 1.08639 -1.41019
291520000 4.06672 -0.728755
291530000 4.07216 -0.880257
291540000 5.22876 -0.451479
291550000 6.72395 -0.0632828
291560000 2.81774 -1.08903
291570000 3.25156 -0.76606
291580000 6.07527 -0.191582
291590000 8.92673 -0.00095315
291600000 9.6985 -0.0600061
291610000 17.3701 0
291620000 18.8138 0
291630000 26.8301 0.10751
291640000 25.4484 0.00929824
291650000 15.863 0
291660000 6.76931 -0.0107988
291670000 13.3258 0
291680000 20.3055 0.0256741
291690000 25.7595 0.00962513
291700000 21.6741 0
291710000 26.0837 0.0350531
291720000 25.2017 0.012867
291730000 25.9758 0.000268532
291740000 26.9734 0.533933
291750000 28.7922 2.21791
291760000 27.9529 0.85394
291770000 27.5285 0.189411
291780000 20.836 0.000118699
291790000 11.7378 0
291800000 7.59187 -0.153226
291810000 7.61859 -0.023683
291820000 4.79762 -0.310196
291830000 6.36562 -0.0817456
291840000 12.2239 0
291850000 10.9691 0
291860000 10.3256 0
291870000 13.8247 0
291880000 6.7066 -0.0617342
291890000 9.92818 0
291900000 4.63032 -1.00044
291910000 -4.72062 -2.19049
291920000 -11.7364 -2.09147
291930000 -12.8027 -2.25439
291940000 -13.0543 -2.23404
291950000 -18.4901 -2.45049
291960000 -15.7043 -2.18364
291970000 -8.15989 -2.33656
291980000 -7.6911 -2.25678
291990000 -10.5183 -2.24143
292000000 -6.74511 -2.25368
292010000 -7.68118 -2.6176
292020000 -3.67597 -2.22343
292030000 -5.06856 -2.20373
292040000 -10.6563 -2.10728
292050000 -15.7991 -2.53388
292060000 -12.5116 -2.14046
292070000 -14.3763 -2.18893
292080000 -17.9769 -2.1565
292090000 -12.6471 -2.02799
292100000 -9.92588 -2.10465
292110000 -14.5276 -2.20811
292120000 -14.2439 -2.30541
292130000 -12.6377 -2.22239
292140000 -15.824 -2.11765
292150000 -11.6916 -2.23039
292160000 -12.8612 -2.45347
292170000 -11.3116 -2.23094
292180000 -16.4145 -2.17452
292190000 -16.4812 -2.30603
292200000 -17.3465 -2.12807
292210000 -8.90013 -2.24843
292220000 -5.50672 -2.42489
292230000 -9.65909 -2.20263
292240000 -10.5431 -2.08348
292250000 -6.93279 -2.51386
292260000 -5.70621 -2.45421
292270000 -5.58489 -2.52467
292280000 -12.3605 -2.29842
292290000 -15.3293 -2.3031
292300000 -15.5178 -2.19773
292310000 -9.07 -2.00443
292320000 -6.49156 -2.42554
292330000 -1.01264 -2.31581
292340000 -2.80908 -2.11145
292350000 -13.4619 -2.68555
292360000 -16.2393 -2.16824
292370000 -17.9982 -2.36661
292380000 -15.7278 -2.34308
292390000 -8.03368 -2.56499
292400000 -5.04024 -2.43505
292410000 -8.36414 -2.31318
292420000 -10.081 -2.20469
292430000 -3.89595 -2.26231
292440000 -5.89118 -2.28522
292450000 -8.71919 -2.31585
292460000 -12.5947 -2.32608
292470000 -7.16446 -2.45665
292480000 -10.8073 -2.32107
292490000 -13.3107 -2.04869
292500000 -15.5117 -2.00804
292510000 -9.11203 -2.27616
292520000 -4.7032 -2.65627
292530000 -1.65563 -1.87789
292540000 -5.98826 -2.13985
292550000 -8.01179 -2.08063
292560000 -6.12713 -2.23304
292570000 -4.14199 -2.11734
292580000 -6.96103 -2.25986
292590000 -6.58638 -2.20915
292600000 -10.3763 -2.2787
292610000 -7.92927 -2.33686
292620000 -11.4514 -2.14461
292630000 -6.4035 -2.21587
292640000 1.81641 -1.42653
292650000 0.975457 -1.70235
292660000 -3.70677 -2.6083
292670000 -0.442053 -1.96056
292680000 -5.32749 -2.23379
292690000 -0.987385 -1.85098
292700000 -1.0967 -2.24673
292710000 -2.45588 -2.54184
292720000 -1.03351 -2.40996
292730000 -5.38794 -2.53481
292740000 -6.55464 -2.02641
292750000 2.09763 -1.22163
292760000 10.3154 -0.084015
292770000 10.7374 0
292780000 8.99665 -0.0233627
292790000 4.67244 -0.604087
292800000 2.71081 -1.13593
292810000 3.9474 -0.629498
292820000 12.6217 0
292830000 13.0539 0
292840000 10.8211 -0.0972846
292850000 7.33801 -0.0740054
292860000 7.88208 -0.220118
292870000 2.84578 -1.16884
292880000 2.3432 -1.43856
292890000 6.46554 -0.330235
292900000 16.3032 0
292910000 11.5902 0
292920000 9.62458 -0.00653351
292930000 5.24459 -0.65205
292940000 5.00611 -0.458182
292950000 5.00892 -0.300899
292960000 8.04741 -0.0030257
292970000 6.92997 -0.000385939
292980000 5.00069 -0.112971
292990000 3.70952 -0.686092
293000000 7.97856 -0.0526544
293010000 14.5752 0
293020000 15.2844 0
293030000 11.608 0
293040000 7.30542 -0.00163548
293050000 4.65653 -0.252902
293060000 0.594754 -2.14514
293070000 -0.205153 -2.01748
293080000 -10.2468 -2.22499
293090000 -10.8188 -2.33744
293100000 -5.68458 -2.53911
293110000 -5.00504 -2.56542
293120000 -1.98247 -2.24861
293130000 -3.6291 -2.39201
293140000 -3.55796 -2.50456
293150000 -8.00664 -2.29626
293160000 -6.89683 -2.33057
293170000 -3.93903 -2.66727
293180000 -5.15696 -2.82561
293190000 -3.93273 -2.4109
293200000 -3.98042 -2.24533
293210000 -3.47847 -2.60652
293220000 -2.57643 -2.33613
293230000 -1.5949 -1.90123
293240000 -1.54972 -2.39131
293250000 5.22244 -0.564599
293260000 15.3324 0
293270000 17.2974 0
293280000 17.4949 0
293290000 19.9797 0
293300000 20.7452 0
293310000 15.6882 0
293320000 7.62577 -0.0370846
293330000 -3.24079 -2.40401
293340000 -0.665733 -1.46677
293350000 -2.66121 -2.81553
293360000 -0.00163723 -1.25653
293370000 -3.36711 -2.49438
293380000 -3.46096 -1.993
293390000 -3.9003 -2.70796
293400000 -1.46546 -2.25965
293410000 -1.2956 -2.13798
293420000 -3.20475 -2.63112
293430000 -2.46939 -2.21269
293440000 -4.42868 -2.85338
293450000 -2.15821 -2.36925
293460000 -4.32652 -2.61024
293470000 -3.70026 -2.6431
293480000 -3.79638 -2.64124
293490000 -12.1561 -2.30963
293500000 -8.18013 -2.38569
293510000 -5.88353 -2.35733
293520000 -3.0156 -2.05672
293530000 0.315776 -1.81974
293540000 7.51206 -0.141912
293550000 8.97151 -0.0430369
293560000 3.60227 -0.69289
293570000 11.6733 -2.48501e-05
293580000 8.92857 0
293590000 11.186 0
293600000 5.65813 -0.124037
293610000 13.0505 0
293620000 8.59691 -0.0208242
293630000 3.35004 -0.66096
293640000 3.05421 -1.09381
293650000 6.37664 -0.00702351
293660000 4.61425 -0.135122
293670000 13.2628 -5.02856e-05
293680000 18.9787 0
293690000 22.0776 0
293700000 20.2077 9.227e-05
293710000 16.0947 0
293720000 18.0382 0
293730000 17.2169 0
293740000 12.4678 0
293750000 8.62243 -0.0460374
293760000 3.73315 -0.641526
293770000 7.18334 -0.060085
293780000 5.87238 -0.274189
293790000 4.1985 -0.409067
293800000 7.39772 -0.149223
293810000 11.3009 0.00391592
293820000 15.2611 0
293830000 20.2934 0
293840000 21.229 0
293850000 18.5094 0
293860000 20.5951 0
293870000 24.8971 0.155592
293880000 26.7127 0.0409658
293890000 22.9791 0
293900000 22.0331 0
293910000 27.6713 0.290175
293920000 24.0297 0.156526
293930000 16.1185 0
293940000 17.4222 0
293950000 17.5988 0
293960000 13.8909 0
293970000 17.3232 0
293980000 15.6605 0
293990000 13.2602 0
294000000 19.5375 0
294010000 26.2793 0.0599546
294020000 27.7916 1.94971
294030000 28.9882 4.19515
294040000 22.34 0.00125258
294050000 24.2993 0.000704221
294060000 22.7871 0
294070000 17.691 0
294080000 19.5883 0
294090000 24.9647 0.015633
294100000 24.8064 0.00593493
294110000 20.7809 0
294120000 12.3756 0
294130000 12.3139 0
294140000 13.3473 0
294150000 21.7099 0
294160000 25.3091 0.017087
294170000 27.1073 0.0763554
294180000 25.3381 0.0538774
294190000 23.2079 0.000347105
294200000 20.6948 0
294210000 18.2691 0
294220000 17.9219 0
294230000 14.0743 0
294240000 19.1064 0
294250000 16.889 0
294260000 13.2381 0
294270000 19.4149 0
294280000 23.7865 0
294290000 25.7483 0.00696428
294300000 24.6364 0.0135114
294310000 24.9798 0.00432137
294320000 23.9185 0.00272487
294330000 26.8419 0.185582
294340000 26.139 0.0304382
294350000 21.0766 0
294360000 24.9969 0.0220745
294370000 21.3842 0
294380000 10.3782 -0.0732143
294390000 7.84803 -0.0698179
294400000 4.58192 -0.243583
294410000 8.4204 -0.10141
294420000 15.3058 0
294430000 15.7352 0
294440000 17.7813 0
294450000 16.8781 0
294460000 14.2438 0
294470000 14.8127 0
294480000 12.1467 0
294490000 9.24734 -0.0394314
294500000 13.2098 0
294510000 19.63 0
294520000 16.9314 0
294530000 22.9061 0
294540000 18.1493 0
294550000 15.8987 0
294560000 21.6741 0
294570000 25.8069 0.0574583
294580000 27.9701 0.334678
294590000 24.6617 0.0320096
294600000 26.9052 0.160017
294610000 25.9981 0.0161606
294620000 27.8883 0.16151
294630000 27.2764 0.0858336
294640000 27.9611 1.26624
294650000 28.3657 2.12395
294660000 26.4279 0.142926
294670000 24.6238 0.0409091
294680000 18.1932 0
294690000 23.6888 0.00666814
294700000 28.1651 0.398198
294710000 24.0218 0.128657
294720000 17.5903 0
294730000 18.8549 0.014687
294740000 14.9232 0
294750000 16.2705 0
294760000 15.7265 0
294770000 22.4632 0.000321536
294780000 24.1977 0.000197935
294790000 20.6094 0
294800000 14.6785 0
294810000 14.4503 0
294820000 17.8805 0
294830000 13.8407 0
294840000 12.4812 0
294850000 15.0939 0
294860000 21.7089 0
294870000 13.4115 0
294880000 15.0987 0
294890000 14.7919 0
294900000 13.2422 0
294910000 11.3916 0
294920000 7.46459 -0.0391536
294930000 0.188736 -2.17861
294940000 -1.48076 -2.34166
294950000 -1.13918 -2.22506
294960000 -5.3457 -2.55512
294970000 -3.18352 -2.23831
294980000 -1.55888 -2.2943
294990000 -3.2039 -2.36661
295000000 -5.63005 -2.303
295010000 -1.62776 -2.51538
295020000 0.187346 -1.45902
295030000 -4.03535 -2.11535
295040000 -4.0528 -2.27107
295050000 -1.35426 -2.09151
295060000 0.869358 -1.57654
295070000 -2.6042 -2.37588
295080000 -4.19482 -2.60017
295090000 -2.27905 -2.07918
295100000 -2.47884 -2.50463
295110000 2.58555 -0.70529
295120000 -1.68422 -2.6936
295130000 -6.27609 -2.36545
295140000 -9.18742 -2.25356
295150000 -0.541092 -1.75465
295160000 -0.576019 -2.01704
295170000 0.0631642 -1.64641
295180000 0.308802 -1.84172
295190000 -1.57802 -2.05228
295200000 -3.05532 -2.46856
295210000 1.76989 -0.917258
295220000 2.50187 -1.32454
295230000 4.50616 -0.426975
295240000 4.94427 -0.221641
295250000 16.3833 0
295260000 23.3708 0.0591881
295270000 24.9299 0.0407112
295280000 19.1188 0
295290000 13.4805 0
295300000 14.3799 0
295310000 18.084 0
295320000 23.4268 0.00604427
295330000 27.2946 1.2708
295340000 26.128 0.15287
295350000 24.8633 0.0730123
295360000 21.7664 0
295370000 11.329 0
295380000 16.8114 0
295390000 25.7309 0.14813
295400000 26.5781 0.0230559
295410000 24.3541 0.0163602
295420000 23.5216 0
295430000 26.1387 0.0407004
295440000 23.654 0.0848438
295450000 15.0137 -0.000777254
295460000 4.26154 -0.412944
295470000 7.86093 -0.075867
295480000 4.9102 -0.256077
295490000 3.74073 -0.521583
295500000 7.97692 -0.000614035
295510000 7.74442 -0.0438879
295520000 6.15671 -0.022436
295530000 4.04339 -0.425905
295540000 7.75496 -0.0997053
295550000 6.39923 -0.184124
295560000 4.99749 -0.36512
295570000 4.77417 -0.219443
295580000 8.88475 -0.224614
295590000 18.292 0
295600000 14.1071 0
295610000 12.7526 0
295620000 19.2015 0
295630000 27.4472 0.658811
295640000 28.3839 1.39949
295650000 24.0929 0.000520816
295660000 18.3943 0
295670000 18.2444 0
295680000 23.9242 0.0176579
295690000 26.5316 0.0810465
295700000 27.5098 0.236981
295710000 26.2232 0.123428
295720000 22.5527 0
295730000 15.1334 0
295740000 14.5864 0
295750000 8.74431 -0.0267694
295760000 16.8819 0
295770000 17.4479 0
295780000 22.3343 0
295790000 17.7025 0
295800000 19.7143 0
295810000 22.5685 0.00597885
295820000 27.3108 0.279241
295830000 26.7993 0.0794969
295840000 22.9896 0
295850000 18.1921 0
295860000 11.2028 0
295870000 8.35746 0
295880000 5.33157 -0.174553
295890000 5.49321 -0.209616
295900000 0.818536 -1.58175
295910000 9.14244 -0.0855062
295920000 13.3902 0
295930000 9.59457 -0.0178589
295940000 17.9738 0
295950000 18.3878 0
295960000 19.9872 9.72195e-07
295970000 28.4238 2.02552
295980000 29.0764 4.62639
295990000 25.4284 0.153374
296000000 23.3432 0.00178536
296010000 21.4903 0
296020000 18.0764 0.0280124
296030000 16.0382 0
296040000 16.6502 0
296050000 21.9873 0.00645013
296060000 20.9178 0
296070000 23.0274 0.00581568
296080000 26.2433 0.114068
296090000 27.5708 0.471448
296100000 27.6747 0.266868
296110000 22.7244 0.0313692
296120000 16.9219 0
296130000 13.5392 0
296140000 6.72178 -0.0381341
296150000 2.06445 -1.56632
296160000 9.45715 -0.106978
296170000 17.5495 0
296180000 26.5074 0.353571
296190000 29.0704 5.0176
296200000 28.8437 4.02678
296210000 25.8192 0.0373393
296220000 23.1383 0.114638
296230000 16.2626 0
296240000 16.7823 0
296250000 13.2452 0
296260000 4.28876 -0.349374
296270000 5.61386 -0.381121
296280000 8.68715 0
296290000 12.4206 0
296300000 12.4555 0
296310000 10.2722 0
296320000 15.268 0
296330000 8.25598 0
296340000 4.78801 -0.300724
296350000 6.9455 -2.03387e-05
296360000 9.7036 0
296370000 10.0975 0
296380000 8.90053 -0.000463731
296390000 17.4292 0
296400000 25.0227 0.0134457
296410000 25.1207 0.0199268
296420000 27.191 0.150967
296430000 22.1666 0
296440000 25.8673 0.171164
296450000 23.1921 0.00461795
296460000 25.6799 0.0106758
296470000 24.4786 0.00229602
296480000 18.9792 0
296490000 18.0288 0
296500000 13.3109 0
296510000 4.5762 -0.533216
296520000 5.11807 -0.343373
296530000 2.31334 -1.23652
296540000 2.77686 -1.12022
296550000 6.99775 -0.0498842
296560000 3.63875 -0.623741
296570000 5.86006 -0.138814
296580000 14.6143 0
296590000 6.93907 -0.469759
296600000 5.20118 -0.250801
296610000 8.30665 -0.0301273
296620000 -1.06522 -1.6965
296630000 -2.11807 -2.28988
296640000 -5.83373 -2.20157
296650000 -9.46957 -2.14046
296660000 -6.67981 -2.25641
296670000 -1.4675 -2.25218
296680000 -4.96013 -2.73326
296690000 -4.19991 -2.26104
296700000 -2.78285 -2.03538
296710000 -3.11243 -2.4909
296720000 -10.8587 -2.27798
296730000 -7.60755 -2.23264
296740000 -6.15238 -2.34746
296750000 -2.95073 -2.18478
296760000 -1.66744 -2.19785
296770000 -4.96171 -2.37391
296780000 -4.44725 -2.67034
296790000 -7.44933 -2.14796
296800000 -5.38933 -2.72669
296810000 -11.428 -2.09184
296820000 -11.7449 -2.24581
296830000 -8.04097 -2.39761
296840000 2.76713 -1.17332
296850000 9.88131 0
296860000 18.6673 0
296870000 22.7421 0
296880000 23.1618 0.00333808
296890000 26.9231 0.238872
296900000 20.4002 0
296910000 19.6128 0
296920000 16.9683 0
296930000 18.1741 0
296940000 20.3127 0
296950000 26.7993 0.121176
296960000 25.7309 0.00591068
296970000 23.1559 0.0457737
296980000 21.5094 0
296990000 26.1523 0.248421
297000000 27.5247 1.13609
297010000 26.7273 0.789325
297020000 24.6584 2.47244e-06
297030000 24.1291 0.037518
297040000 22.9192 0
297050000 18.2645 0
297060000 18.8907 0
297070000 23.0231 0.0202554
297080000 24.7396 0.000381106
297090000 25.3285 0.0133399
297100000 23.8575 0
297110000 22.9305 0
297120000 24.0854 0.00474646
297130000 24.9605 0.0723452
297140000 18.1552 0
297150000 14.267 0
297160000 7.15045 -0.145203
297170000 8.78073 -0.198496
297180000 12.3882 0
297190000 0.75514 -1.63453
297200000 -3.09208 -2.3474
297210000 -6.04471 -2.791
297220000 -7.66297 -2.07057
297230000 -10.7234 -2.32928
297240000 -9.1653 -2.05881
297250000 -3.29175 -2.66911
297260000 -0.248259 -1.89928
297270000 -1.81508 -2.1029
297280000 1.00905 -1.17132
297290000 -6.1993 -2.33197
297300000 -11.6325 -2.50826
297310000 -17.9043 -2.2171
297320000 -13.0258 -2.15853
297330000 -13.0242 -2.34724
297340000 -5.2869 -2.40028
297350000 -8.29879 -2.33501
297360000 -15.2725 -2.28411
297370000 -17.6241 -2.05412
297380000 -13.9601 -2.28552
297390000 -15.6993 -2.30571
297400000 -14.2267 -2.14723
297410000 -12.4918 -2.22504
297420000 -11.7292 -2.21203
297430000 -9.46813 -2.0599
297440000 -16.9066 -2.07656
297450000 -16.9204 -2.34388
297460000 -15.5953 -2.18988
297470000 -5.41254 -2.33119
297480000 -4.18033 -2.68788
297490000 -11.3385 -2.24965
297500000 -12.6586 -2.3365
297510000 -10.0246 -2.20723
297520000 -11.3592 -2.10134
297530000 -12.3725 -2.13024
297540000 -9.65249 -2.20666
297550000 -12.3317 -2.28008
297560000 -17.0554 -2.42677
297570000 -12.3667 -2.30217
297580000 -13.855 -2.32881
297590000 -13.6704 -2.24165
297600000 -12.4792 -2.16103
297610000 -10.7626 -2.21316
297620000 -9.0624 -2.43478
297630000 -8.31237 -2.26477
297640000 -4.80185 -2.04894
297650000 -13.7321 -2.30786
297660000 -16.9833 -2.23145
297670000 -15.677 -2.2492
297680000 -12.6749 -2.28195
297690000 -4.17115 -2.73335
297700000 -8.79652 -2.56026
297710000 -10.8059 -2.10716
297720000 -1.63048 -2.06181
297730000 -8.79076 -2.42807
297740000 -15.1362 -2.36221
297750000 -18.1834 -2.45664
297760000 -18.8495 -2.43481
297770000 -6.98934 -2.49994
297780000 -5.15569 -2.45389
297790000 -1.46375 -2.12778
297800000 -7.04066 -2.28137
297810000 -14.674 -2.01628
297820000 -13.9724 -2.0875
297830000 -7.37142 -2.22832
297840000 -6.79405 -2.20947
297850000 -11.9479 -2.24489
297860000 -13.1391 -1.87301
297870000 -7.63776 -2.43762
297880000 -8.76883 -2.24667
297890000 -5.77739 -2.13615
297900000 -13.7979 -2.20237
297910000 -10.1567 -2.28808
297920000 -14.0371 -2.25374
297930000 -6.39855 -2.52536
297940000 -3.77496 -2.55977
297950000 -13.8728 -2.22204
297960000 -10.8967 -2.25822
297970000 -3.5598 -2.22584
297980000 -1.16625 -2.1202
297990000 -0.88311 -1.9966
298000000 -12.2684 -2.25813
298010000 -18.3322 -2.22013
298020000 -12.0423 -2.06571
298030000 -8.43209 -2.06586
298040000 -12.6589 -2.30193
298050000 -10.7392 -2.12047
298060000 -1.90362 -2.15196
298070000 -6.97327 -2.44459
298080000 -9.2964 -2.2527
298090000 -5.99071 -2.27339
298100000 -8.50203 -2.40311
298110000 -9.46395 -2.16574
298120000 -15.3162 -2.13012
298130000 -16.6541 -2.1437
298140000 -18.2563 -2.22365
298150000 -9.09011 -2.25213
298160000 -4.72712 -2.31642
298170000 -6.00576 -2.36258
298180000 -0.956674 -2.31965
298190000 -8.98215 -2.14025
298200000 -16.7444 -2.15003
